slide_id,bif,tiene_h5,vendor,mpp_x,objective_power,level0_w,level0_h,n_regiones,regiones_json,n_parches,paso_grilla,n_bandas_h5,bandas_json,error
144822,144822.bif,1,ventana,0.46500000000000002,20,48272,55040,2,"[{""i"":0,""x"":0,""y"":32000,""w"":29440,""h"":23040},{""i"":1,""x"":1280,""y"":0,""w"":29440,""h"":25600}]",2958,256,2,"[{""y_min"":3136,""y_max"":21952,""x_min"":20843,""x_max"":45142,""n_parches"":1541},{""y_min"":33280,""y_max"":51904,""x_min"":20267,""x_max"":43992,""n_parches"":1417}]",
144993,144993.bif,1,ventana,0.46500000000000002,20,40216,57600,2,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":28160},{""i"":1,""x"":1280,""y"":29440,""w"":34560,""h"":28160}]",8046,256,2,"[{""y_min"":1664,""y_max"":27264,""x_min"":5562,""x_max"":34413,""n_parches"":4030},{""y_min"":31232,""y_max"":56832,""x_min"":8759,""x_max"":38057,""n_parches"":4016}]",
144995,144995.bif,1,ventana,0.46500000000000002,20,38782,53760,2,"[{""i"":0,""x"":0,""y"":28160,""w"":23040,""h"":25600},{""i"":1,""x"":3840,""y"":0,""w"":24320,""h"":25600}]",2429,256,3,"[{""y_min"":1280,""y_max"":23424,""x_min"":16511,""x_max"":35454,""n_parches"":1225},{""y_min"":29632,""y_max"":34496,""x_min"":18943,""x_max"":24062,""n_parches"":182},{""y_min"":36032,""y_max"":51200,""x_min"":11839,""x_max"":30974,""n_parches"":1022}]",
145083,145083.bif,1,ventana,0.46500000000000002,20,44166,55040,1,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":55040}]",2940,256,4,"[{""y_min"":832,""y_max"":12224,""x_min"":17768,""x_max"":38358,""n_parches"":721},{""y_min"":14912,""y_max"":19072,""x_min"":24415,""x_max"":37391,""n_parches"":180},{""y_min"":21312,""y_max"":25408,""x_min"":26333,""x_max"":33813,""n_parches"":174},{""y_min"":28928,""y_max"":53696,""x_min"":17065,""x_max"":39894,""n_parches"":1865}]",
145445,145445.bif,1,ventana,0.46500000000000002,20,42531,56320,1,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":56320}]",3857,256,3,"[{""y_min"":1600,""y_max"":2112,""x_min"":20913,""x_max"":21937,""n_parches"":12},{""y_min"":3136,""y_max"":26752,""x_min"":13814,""x_max"":38503,""n_parches"":1903},{""y_min"":29760,""y_max"":54848,""x_min"":13111,""x_max"":37990,""n_parches"":1942}]",
145450,145450.bif,1,ventana,0.46500000000000002,20,40284,48640,2,"[{""i"":0,""x"":0,""y"":0,""w"":26880,""h"":21760},{""i"":1,""x"":0,""y"":28160,""w"":26880,""h"":20480}]",2641,256,2,"[{""y_min"":2624,""y_max"":18624,""x_min"":17328,""x_max"":37028,""n_parches"":1257},{""y_min"":30912,""y_max"":46400,""x_min"":18031,""x_max"":38178,""n_parches"":1384}]",
145799,145799.bif,1,ventana,0.46500000000000002,20,47935,33280,1,"[{""i"":0,""x"":0,""y"":0,""w"":40960,""h"":33280}]",4945,256,1,"[{""y_min"":1792,""y_max"":31104,""x_min"":10751,""x_max"":44927,""n_parches"":4945}]",
145814,145814.bif,1,ventana,0.46500000000000002,20,52831,71680,2,"[{""i"":0,""x"":0,""y"":0,""w"":44800,""h"":30720},{""i"":1,""x"":1280,""y"":42240,""w"":46080,""h"":29440}]",10374,256,3,"[{""y_min"":2496,""y_max"":26368,""x_min"":6779,""x_max"":47461,""n_parches"":5143},{""y_min"":29056,""y_max"":29312,""x_min"":32107,""x_max"":32875,""n_parches"":7},{""y_min"":43904,""y_max"":67776,""x_min"":9082,""x_max"":49763,""n_parches"":5224}]",
145819,145819.bif,1,ventana,0.46500000000000002,20,54073,49920,2,"[{""i"":0,""x"":1280,""y"":0,""w"":33280,""h"":23040},{""i"":1,""x"":0,""y"":25600,""w"":34560,""h"":24320}]",7419,256,2,"[{""y_min"":1024,""y_max"":21440,""x_min"":23868,""x_max"":53754,""n_parches"":3630},{""y_min"":27392,""y_max"":47680,""x_min"":21245,""x_max"":51130,""n_parches"":3789}]",
145913,145913.bif,1,ventana,0.46500000000000002,20,49152,55040,2,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":26880},{""i"":1,""x"":3840,""y"":26880,""w"":32000,""h"":28160}]",7169,256,2,"[{""y_min"":1664,""y_max"":23936,""x_min"":15424,""x_max"":42816,""n_parches"":3515},{""y_min"":29568,""y_max"":52800,""x_min"":19008,""x_max"":46528,""n_parches"":3654}]",
145917,145917.bif,1,ventana,0.46500000000000002,20,50839,56320,2,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":28160},{""i"":1,""x"":3840,""y"":29440,""w"":32000,""h"":26880}]",7225,256,3,"[{""y_min"":384,""y_max"":2944,""x_min"":27881,""x_max"":31721,""n_parches"":114},{""y_min"":4672,""y_max"":24832,""x_min"":16178,""x_max"":43877,""n_parches"":3673},{""y_min"":31680,""y_max"":55168,""x_min"":20271,""x_max"":48163,""n_parches"":3438}]",
146356,146356.bif,1,ventana,0.46500000000000002,20,45022,46080,2,"[{""i"":0,""x"":0,""y"":0,""w"":21760,""h"":17920},{""i"":1,""x"":2560,""y"":28160,""w"":23040,""h"":17920}]",1860,256,2,"[{""y_min"":1280,""y_max"":15296,""x_min"":20784,""x_max"":35302,""n_parches"":901},{""y_min"":29952,""y_max"":43904,""x_min"":23726,""x_max"":38307,""n_parches"":959}]",
146358,146358.bif,1,ventana,0.46500000000000002,20,46055,58880,2,"[{""i"":0,""x"":1280,""y"":0,""w"":34560,""h"":29440},{""i"":1,""x"":0,""y"":30720,""w"":37120,""h"":28160}]",3679,256,2,"[{""y_min"":2496,""y_max"":25536,""x_min"":17398,""x_max"":42281,""n_parches"":1807},{""y_min"":31936,""y_max"":54656,""x_min"":16055,""x_max"":41641,""n_parches"":1872}]",
147247,147247.bif,1,ventana,0.46500000000000002,20,44453,60160,2,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":28160},{""i"":1,""x"":1280,""y"":32000,""w"":33280,""h"":28160}]",4654,256,2,"[{""y_min"":2624,""y_max"":26816,""x_min"":13112,""x_max"":41325,""n_parches"":2288},{""y_min"":33024,""y_max"":56704,""x_min"":13175,""x_max"":41453,""n_parches"":2366}]",
147258,147258.bif,1,ventana,0.46500000000000002,20,41756,56320,2,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":26880},{""i"":1,""x"":0,""y"":28160,""w"":30720,""h"":28160}]",5595,256,2,"[{""y_min"":1088,""y_max"":24576,""x_min"":13172,""x_max"":37856,""n_parches"":2797},{""y_min"":32192,""y_max"":55424,""x_min"":11701,""x_max"":37473,""n_parches"":2798}]",
147339,147339.bif,1,ventana,0.46500000000000002,20,42896,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":29440},{""i"":1,""x"":0,""y"":29440,""w"":30720,""h"":29440}]",9919,256,2,"[{""y_min"":1920,""y_max"":28032,""x_min"":13105,""x_max"":40753,""n_parches"":4895},{""y_min"":31424,""y_max"":57536,""x_min"":12529,""x_max"":40304,""n_parches"":5024}]",
147341,147341.bif,1,ventana,0.46500000000000002,20,43499,56320,2,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":28160},{""i"":1,""x"":0,""y"":29440,""w"":35840,""h"":26880}]",6820,256,2,"[{""y_min"":2112,""y_max"":25024,""x_min"":7868,""x_max"":39414,""n_parches"":3337},{""y_min"":31360,""y_max"":55168,""x_min"":8571,""x_max"":40245,""n_parches"":3483}]",
147343,147343.bif,1,ventana,0.46500000000000002,20,42812,60160,1,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":60160}]",10304,256,1,"[{""y_min"":0,""y_max"":57536,""x_min"":10367,""x_max"":40574,""n_parches"":10304}]",
147414,147414.bif,1,ventana,0.46500000000000002,20,52582,84480,2,"[{""i"":0,""x"":0,""y"":49920,""w"":38400,""h"":34560},{""i"":1,""x"":0,""y"":0,""w"":39680,""h"":33280}]",10135,256,2,"[{""y_min"":1408,""y_max"":30464,""x_min"":15160,""x_max"":49706,""n_parches"":5047},{""y_min"":51968,""y_max"":81216,""x_min"":14200,""x_max"":49065,""n_parches"":5088}]",
147774,147774.bif,1,ventana,0.46500000000000002,20,43710,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":29440},{""i"":1,""x"":0,""y"":28160,""w"":26880,""h"":30720}]",6539,256,2,"[{""y_min"":320,""y_max"":28736,""x_min"":16575,""x_max"":42174,""n_parches"":3253},{""y_min"":30656,""y_max"":58560,""x_min"":14975,""x_max"":40958,""n_parches"":3286}]",
147784,147784.bif,1,ventana,0.46500000000000002,20,47430,90880,2,"[{""i"":0,""x"":10240,""y"":0,""w"":29440,""h"":28160},{""i"":1,""x"":0,""y"":57600,""w"":28160,""h"":33280}]",5826,256,3,"[{""y_min"":1920,""y_max"":26880,""x_min"":21285,""x_max"":44559,""n_parches"":2927},{""y_min"":60352,""y_max"":61120,""x_min"":26399,""x_max"":26911,""n_parches"":12},{""y_min"":62336,""y_max"":88832,""x_min"":10994,""x_max"":32158,""n_parches"":2887}]",
147844,147844.bif,1,ventana,0.46500000000000002,20,51004,74240,2,"[{""i"":0,""x"":0,""y"":48640,""w"":46080,""h"":25600},{""i"":1,""x"":0,""y"":0,""w"":46080,""h"":26880}]",6337,256,2,"[{""y_min"":4416,""y_max"":24512,""x_min"":11071,""x_max"":49084,""n_parches"":3166},{""y_min"":54720,""y_max"":73216,""x_min"":9087,""x_max"":49020,""n_parches"":3171}]",
148150,148150.bif,1,ventana,0.46500000000000002,20,40620,57600,2,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":29440},{""i"":1,""x"":2560,""y"":29440,""w"":30720,""h"":28160}]",5945,256,2,"[{""y_min"":2816,""y_max"":27008,""x_min"":7932,""x_max"":36718,""n_parches"":2980},{""y_min"":31040,""y_max"":55488,""x_min"":10874,""x_max"":39788,""n_parches"":2965}]",
148365,148365.bif,1,ventana,0.46500000000000002,20,43906,58880,2,"[{""i"":0,""x"":2560,""y"":0,""w"":32000,""h"":30720},{""i"":1,""x"":0,""y"":29440,""w"":30720,""h"":29440}]",6976,256,1,"[{""y_min"":0,""y_max"":58752,""x_min"":12078,""x_max"":40783,""n_parches"":6976}]",
148454,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
148709,148709.bif,1,ventana,0.46500000000000002,20,45133,61440,2,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":29440},{""i"":1,""x"":0,""y"":29440,""w"":32000,""h"":32000}]",5245,256,2,"[{""y_min"":1152,""y_max"":28928,""x_min"":14639,""x_max"":42199,""n_parches"":2630},{""y_min"":32576,""y_max"":60416,""x_min"":14319,""x_max"":41752,""n_parches"":2615}]",
148713,148713.bif,1,ventana,0.46500000000000002,20,50773,57600,2,"[{""i"":0,""x"":0,""y"":0,""w"":28160,""h"":28160},{""i"":1,""x"":0,""y"":30720,""w"":28160,""h"":26880}]",5358,256,2,"[{""y_min"":1280,""y_max"":25088,""x_min"":23787,""x_max"":47964,""n_parches"":2690},{""y_min"":32768,""y_max"":55488,""x_min"":24491,""x_max"":47708,""n_parches"":2668}]",
148716,148716.bif,1,ventana,0.46500000000000002,20,43625,60160,2,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":28160},{""i"":1,""x"":0,""y"":30720,""w"":32000,""h"":29440}]",6407,256,2,"[{""y_min"":1280,""y_max"":27968,""x_min"":13688,""x_max"":39344,""n_parches"":3184},{""y_min"":31936,""y_max"":58752,""x_min"":14136,""x_max"":40172,""n_parches"":3223}]",
148771,148771.bif,1,ventana,0.46500000000000002,20,39694,53760,2,"[{""i"":0,""x"":0,""y"":30720,""w"":26880,""h"":23040},{""i"":1,""x"":1280,""y"":0,""w"":26880,""h"":23040}]",3370,256,2,"[{""y_min"":640,""y_max"":21120,""x_min"":15596,""x_max"":37017,""n_parches"":1708},{""y_min"":31168,""y_max"":51328,""x_min"":14509,""x_max"":35355,""n_parches"":1662}]",
148778,148778.bif,1,ventana,0.46500000000000002,20,44274,87040,2,"[{""i"":0,""x"":3840,""y"":0,""w"":32000,""h"":29440},{""i"":1,""x"":0,""y"":56320,""w"":29440,""h"":30720}]",5463,256,3,"[{""y_min"":896,""y_max"":28352,""x_min"":14459,""x_max"":40309,""n_parches"":2596},{""y_min"":56384,""y_max"":56896,""x_min"":21945,""x_max"":23737,""n_parches"":20},{""y_min"":58880,""y_max"":85696,""x_min"":9980,""x_max"":35767,""n_parches"":2847}]",
148781,148781.bif,1,ventana,0.46500000000000002,20,46231,56320,2,"[{""i"":0,""x"":0,""y"":28160,""w"":32000,""h"":28160},{""i"":1,""x"":1280,""y"":0,""w"":33280,""h"":28160}]",4392,256,2,"[{""y_min"":1152,""y_max"":25984,""x_min"":16561,""x_max"":43937,""n_parches"":2223},{""y_min"":30400,""y_max"":54592,""x_min"":13683,""x_max"":41891,""n_parches"":2169}]",
149157,149157.bif,1,ventana,0.46500000000000002,20,53175,47360,1,"[{""i"":0,""x"":0,""y"":0,""w"":39680,""h"":47360}]",4491,256,3,"[{""y_min"":1856,""y_max"":43136,""x_min"":16381,""x_max"":50232,""n_parches"":4477},{""y_min"":44096,""y_max"":44608,""x_min"":38969,""x_max"":39737,""n_parches"":8},{""y_min"":46848,""y_max"":47104,""x_min"":52151,""x_max"":52919,""n_parches"":6}]",
149225,149225.bif,1,ventana,0.46500000000000002,20,43692,39680,1,"[{""i"":0,""x"":0,""y"":0,""w"":39680,""h"":39680}]",3534,256,1,"[{""y_min"":1344,""y_max"":37312,""x_min"":4989,""x_max"":41710,""n_parches"":3534}]",
149564,149564.bif,1,ventana,0.46500000000000002,20,52214,43520,1,"[{""i"":0,""x"":0,""y"":0,""w"":38400,""h"":43520}]",3772,256,2,"[{""y_min"":2560,""y_max"":33344,""x_min"":16188,""x_max"":46583,""n_parches"":3123},{""y_min"":34560,""y_max"":40960,""x_min"":15101,""x_max"":48631,""n_parches"":649}]",
149567,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
149567-1,149567-1.bif,1,ventana,0.46500000000000002,20,44235,42240,1,"[{""i"":0,""x"":0,""y"":0,""w"":38400,""h"":42240}]",4040,256,1,"[{""y_min"":1344,""y_max"":39936,""x_min"":7862,""x_max"":41745,""n_parches"":4040}]",
149567-2,149567-2.bif,1,ventana,0.46500000000000002,20,47090,57600,2,"[{""i"":0,""x"":0,""y"":29440,""w"":30720,""h"":28160},{""i"":1,""x"":1280,""y"":0,""w"":30720,""h"":26880}]",3616,256,2,"[{""y_min"":1536,""y_max"":25088,""x_min"":19834,""x_max"":45364,""n_parches"":1769},{""y_min"":31232,""y_max"":54336,""x_min"":16826,""x_max"":42933,""n_parches"":1847}]",
149618-1,149618-1.bif,1,ventana,0.46500000000000002,20,47718,57600,2,"[{""i"":0,""x"":1280,""y"":29440,""w"":26880,""h"":28160},{""i"":1,""x"":0,""y"":0,""w"":26880,""h"":28160}]",4478,256,2,"[{""y_min"":1984,""y_max"":25792,""x_min"":21428,""x_max"":42730,""n_parches"":2296},{""y_min"":32384,""y_max"":56192,""x_min"":23091,""x_max"":44329,""n_parches"":2182}]",
149618-2,149618-2.bif,1,ventana,0.46500000000000002,20,38695,64000,2,"[{""i"":0,""x"":0,""y"":0,""w"":26880,""h"":29440},{""i"":1,""x"":1280,""y"":33280,""w"":28160,""h"":30720}]",6092,256,2,"[{""y_min"":1408,""y_max"":27200,""x_min"":10425,""x_max"":34285,""n_parches"":3047},{""y_min"":35776,""y_max"":61312,""x_min"":11832,""x_max"":36460,""n_parches"":3045}]",
149622,149622.bif,1,ventana,0.46500000000000002,20,48352,39680,1,"[{""i"":0,""x"":0,""y"":0,""w"":43520,""h"":39680}]",2878,256,2,"[{""y_min"":1344,""y_max"":32960,""x_min"":5948,""x_max"":44965,""n_parches"":2735},{""y_min"":33792,""y_max"":37376,""x_min"":17716,""x_max"":21044,""n_parches"":143}]",
149635,149635.bif,1,ventana,0.46500000000000002,20,47072,40960,1,"[{""i"":0,""x"":0,""y"":0,""w"":42240,""h"":40960}]",3322,256,2,"[{""y_min"":1280,""y_max"":19136,""x_min"":4860,""x_max"":37292,""n_parches"":1779},{""y_min"":21056,""y_max"":36480,""x_min"":11000,""x_max"":43815,""n_parches"":1543}]",
149771,149771.bif,1,ventana,0.46500000000000002,20,37636,47360,2,"[{""i"":0,""x"":0,""y"":0,""w"":24320,""h"":21760},{""i"":1,""x"":0,""y"":25600,""w"":25600,""h"":21760}]",1955,256,3,"[{""y_min"":1280,""y_max"":19840,""x_min"":13546,""x_max"":32597,""n_parches"":1010},{""y_min"":27712,""y_max"":42688,""x_min"":18530,""x_max"":34569,""n_parches"":880},{""y_min"":43712,""y_max"":46208,""x_min"":19616,""x_max"":22432,""n_parches"":65}]",
149875,149875.bif,1,ventana,0.46500000000000002,20,47714,48640,1,"[{""i"":0,""x"":0,""y"":0,""w"":43520,""h"":48640}]",7715,256,2,"[{""y_min"":0,""y_max"":512,""x_min"":29933,""x_max"":41703,""n_parches"":52},{""y_min"":2176,""y_max"":46208,""x_min"":4221,""x_max"":46570,""n_parches"":7663}]",
149973,149973.bif,1,ventana,0.46500000000000002,20,53273,35840,1,"[{""i"":0,""x"":0,""y"":0,""w"":42240,""h"":35840}]",5280,256,1,"[{""y_min"":1088,""y_max"":33344,""x_min"":13174,""x_max"":52251,""n_parches"":5280}]",
149977,149977.bif,1,ventana,0.46500000000000002,20,52852,21760,1,"[{""i"":0,""x"":0,""y"":0,""w"":38400,""h"":21760}]",1975,256,1,"[{""y_min"":1024,""y_max"":20288,""x_min"":15548,""x_max"":50164,""n_parches"":1975}]",
150011,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
150012-2,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
150401,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
150410,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
150764,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
150881,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
150986-1,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
150986-12,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
150986-2,150986-2.bif,1,ventana,0.46500000000000002,20,38740,53760,1,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":53760}]",6448,256,2,"[{""y_min"":512,""y_max"":25728,""x_min"":10867,""x_max"":36448,""n_parches"":3207},{""y_min"":26624,""y_max"":52480,""x_min"":10036,""x_max"":36186,""n_parches"":3241}]",
150986-3,150986-3.bif,1,ventana,0.46500000000000002,20,42019,48640,2,"[{""i"":0,""x"":0,""y"":28160,""w"":28160,""h"":20480},{""i"":1,""x"":0,""y"":0,""w"":28160,""h"":19200}]",2416,256,2,"[{""y_min"":1216,""y_max"":16256,""x_min"":16052,""x_max"":39205,""n_parches"":1185},{""y_min"":30400,""y_max"":45824,""x_min"":16116,""x_max"":39589,""n_parches"":1231}]",
151029,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
151031,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
151249-1,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
151501,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
151504,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
152248-2,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
152293,152293.bif,1,ventana,0.46500000000000002,20,45365,55040,2,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":28160},{""i"":1,""x"":0,""y"":28160,""w"":33280,""h"":26880}]",7261,256,2,"[{""y_min"":1216,""y_max"":27264,""x_min"":12412,""x_max"":42426,""n_parches"":3807},{""y_min"":30528,""y_max"":54784,""x_min"":13372,""x_max"":42874,""n_parches"":3454}]",
152303,152303.bif,1,ventana,0.46500000000000002,20,40672,56320,2,"[{""i"":0,""x"":1280,""y"":0,""w"":34560,""h"":26880},{""i"":1,""x"":0,""y"":29440,""w"":33280,""h"":26880}]",8828,256,3,"[{""y_min"":384,""y_max"":25088,""x_min"":9080,""x_max"":38312,""n_parches"":4122},{""y_min"":26240,""y_max"":26752,""x_min"":19696,""x_max"":20464,""n_parches"":11},{""y_min"":30144,""y_max"":56000,""x_min"":5627,""x_max"":35498,""n_parches"":4695}]",
152689,152689.bif,1,ventana,0.46500000000000002,20,42815,44800,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":44800}]",5408,256,3,"[{""y_min"":1280,""y_max"":27584,""x_min"":10431,""x_max"":41023,""n_parches"":3740},{""y_min"":30400,""y_max"":41728,""x_min"":13375,""x_max"":41599,""n_parches"":1656},{""y_min"":42816,""y_max"":43840,""x_min"":23359,""x_max"":24383,""n_parches"":12}]",
153228,153228.bif,1,ventana,0.46500000000000002,20,40946,92160,2,"[{""i"":0,""x"":3840,""y"":0,""w"":32000,""h"":32000},{""i"":1,""x"":0,""y"":60160,""w"":33280,""h"":32000}]",9245,256,3,"[{""y_min"":1088,""y_max"":30208,""x_min"":9404,""x_max"":39668,""n_parches"":4666},{""y_min"":60224,""y_max"":60736,""x_min"":18489,""x_max"":27382,""n_parches"":31},{""y_min"":62848,""y_max"":90752,""x_min"":6269,""x_max"":36853,""n_parches"":4548}]",
153253-1,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
153253-2,153253-2.bif,1,ventana,0.46500000000000002,20,52974,66560,3,"[{""i"":0,""x"":0,""y"":0,""w"":49920,""h"":7680},{""i"":1,""x"":6400,""y"":40960,""w"":32000,""h"":25600},{""i"":2,""x"":15360,""y"":14080,""w"":30720,""h"":25600}]",8323,256,3,"[{""y_min"":0,""y_max"":4352,""x_min"":3070,""x_max"":50489,""n_parches"":2263},{""y_min"":15680,""y_max"":36928,""x_min"":19897,""x_max"":47344,""n_parches"":2919},{""y_min"":43968,""y_max"":64960,""x_min"":11452,""x_max"":39923,""n_parches"":3141}]",
154142,154142.bif,1,ventana,0.46500000000000002,20,48149,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":28160},{""i"":1,""x"":2560,""y"":29440,""w"":33280,""h"":29440}]",4847,256,2,"[{""y_min"":1216,""y_max"":25984,""x_min"":14067,""x_max"":41630,""n_parches"":2421},{""y_min"":31488,""y_max"":55808,""x_min"":17392,""x_max"":44316,""n_parches"":2426}]",
154144,154144.bif,1,ventana,0.46500000000000002,20,49180,43520,1,"[{""i"":0,""x"":0,""y"":0,""w"":46080,""h"":43520}]",3987,256,2,"[{""y_min"":3456,""y_max"":36672,""x_min"":3133,""x_max"":46622,""n_parches"":3861},{""y_min"":37504,""y_max"":41088,""x_min"":19633,""x_max"":37860,""n_parches"":126}]",
154400-1,154400-1.bif,1,ventana,0.46500000000000002,20,46003,84480,1,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":84480}]",9634,256,2,"[{""y_min"":0,""y_max"":53184,""x_min"":13052,""x_max"":43125,""n_parches"":6242},{""y_min"":54656,""y_max"":82048,""x_min"":12924,""x_max"":42741,""n_parches"":3392}]",
154400-2,154400-2.bif,1,ventana,0.46500000000000002,20,42998,84480,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":84480}]",9068,256,3,"[{""y_min"":1280,""y_max"":29440,""x_min"":14204,""x_max"":40312,""n_parches"":3037},{""y_min"":30400,""y_max"":54656,""x_min"":10749,""x_max"":35706,""n_parches"":2834},{""y_min"":55744,""y_max"":84352,""x_min"":7166,""x_max"":34808,""n_parches"":3197}]",
154402,154402.bif,1,ventana,0.46500000000000002,20,39806,58880,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":58880}]",7388,256,1,"[{""y_min"":0,""y_max"":58688,""x_min"":5631,""x_max"":38526,""n_parches"":7388}]",
154404,154404.bif,1,ventana,0.46500000000000002,20,48342,61440,2,"[{""i"":0,""x"":1280,""y"":0,""w"":38400,""h"":30720},{""i"":1,""x"":0,""y"":30720,""w"":37120,""h"":30720}]",10984,256,2,"[{""y_min"":576,""y_max"":30016,""x_min"":12277,""x_max"":45419,""n_parches"":5469},{""y_min"":30976,""y_max"":60864,""x_min"":10103,""x_max"":43180,""n_parches"":5515}]",
154773,154773.bif,1,ventana,0.46500000000000002,20,46526,81920,3,"[{""i"":0,""x"":0,""y"":28160,""w"":25600,""h"":25600},{""i"":1,""x"":0,""y"":57600,""w"":25600,""h"":24320},{""i"":2,""x"":0,""y"":0,""w"":25600,""h"":24320}]",5377,256,3,"[{""y_min"":320,""y_max"":21568,""x_min"":22655,""x_max"":41534,""n_parches"":1724},{""y_min"":30400,""y_max"":51264,""x_min"":22079,""x_max"":42494,""n_parches"":1858},{""y_min"":59776,""y_max"":79744,""x_min"":22143,""x_max"":42878,""n_parches"":1795}]",
154870,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
155104,155104.bif,1,ventana,0.46500000000000002,20,40967,53760,2,"[{""i"":0,""x"":0,""y"":29440,""w"":26880,""h"":24320},{""i"":1,""x"":0,""y"":0,""w"":26880,""h"":28160}]",4266,256,3,"[{""y_min"":2688,""y_max"":8384,""x_min"":21921,""x_max"":34012,""n_parches"":605},{""y_min"":9216,""y_max"":20288,""x_min"":17000,""x_max"":38742,""n_parches"":1510},{""y_min"":32448,""y_max"":49984,""x_min"":17128,""x_max"":38933,""n_parches"":2151}]",
155138,155138.bif,1,ventana,0.46500000000000002,20,46140,60160,1,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":60160}]",5831,256,4,"[{""y_min"":832,""y_max"":1472,""x_min"":21630,""x_max"":30909,""n_parches"":27},{""y_min"":2688,""y_max"":28608,""x_min"":13374,""x_max"":40636,""n_parches"":2884},{""y_min"":30592,""y_max"":31936,""x_min"":22654,""x_max"":32253,""n_parches"":28},{""y_min"":32960,""y_max"":58880,""x_min"":14206,""x_max"":41596,""n_parches"":2892}]",
155525,155525.bif,1,ventana,0.46500000000000002,20,45063,85760,2,"[{""i"":0,""x"":0,""y"":0,""w"":38400,""h"":37120},{""i"":1,""x"":1280,""y"":48640,""w"":39680,""h"":37120}]",10179,256,2,"[{""y_min"":1664,""y_max"":33152,""x_min"":5369,""x_max"":40726,""n_parches"":5187},{""y_min"":50176,""y_max"":82496,""x_min"":7606,""x_max"":42323,""n_parches"":4992}]",
155553,155553.bif,1,ventana,0.46500000000000002,20,41118,62720,2,"[{""i"":0,""x"":0,""y"":0,""w"":28160,""h"":30720},{""i"":1,""x"":1280,""y"":30720,""w"":30720,""h"":32000}]",7046,256,3,"[{""y_min"":2176,""y_max"":26176,""x_min"":11702,""x_max"":36975,""n_parches"":3465},{""y_min"":27584,""y_max"":28096,""x_min"":26154,""x_max"":27690,""n_parches"":18},{""y_min"":33984,""y_max"":60032,""x_min"":12597,""x_max"":38638,""n_parches"":3563}]",
155793-1,155793-1.bif,1,ventana,0.46500000000000002,20,38053,55040,2,"[{""i"":0,""x"":0,""y"":0,""w"":26880,""h"":28160},{""i"":1,""x"":1280,""y"":28160,""w"":26880,""h"":26880}]",7222,256,2,"[{""y_min"":1216,""y_max"":25536,""x_min"":11511,""x_max"":33901,""n_parches"":3630},{""y_min"":30464,""y_max"":54720,""x_min"":12918,""x_max"":36077,""n_parches"":3592}]",
155793-2,155793-2.bif,1,ventana,0.46500000000000002,20,49218,48640,1,"[{""i"":0,""x"":0,""y"":0,""w"":43520,""h"":48640}]",5653,256,1,"[{""y_min"":2240,""y_max"":46016,""x_min"":8501,""x_max"":46282,""n_parches"":5653}]",
155956,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
