slide_id,bif,tiene_h5,vendor,mpp_x,objective_power,level0_w,level0_h,n_regiones,regiones_json,n_parches,paso_grilla,n_bandas_h5,bandas_json,error
136370,136370.bif,1,ventana,0.46500000000000002,20,52687,85760,2,"[{""i"":0,""x"":0,""y"":48640,""w"":38400,""h"":37120},{""i"":1,""x"":1280,""y"":0,""w"":43520,""h"":34560}]",9931,256,2,"[{""y_min"":1280,""y_max"":31360,""x_min"":10742,""x_max"":43802,""n_parches"":4992},{""y_min"":51008,""y_max"":81920,""x_min"":9335,""x_max"":42843,""n_parches"":4939}]",
136767,136767.bif,1,ventana,0.46500000000000002,20,47956,99840,3,"[{""i"":0,""x"":0,""y"":32000,""w"":28160,""h"":28160},{""i"":1,""x"":1280,""y"":0,""w"":29440,""h"":25600},{""i"":2,""x"":28160,""y"":94720,""w"":3840,""h"":5120}]",6257,256,2,"[{""y_min"":1216,""y_max"":24064,""x_min"":18479,""x_max"":43745,""n_parches"":3180},{""y_min"":34112,""y_max"":56640,""x_min"":17200,""x_max"":42146,""n_parches"":3077}]",
136775,136775.bif,1,ventana,0.46500000000000002,20,41995,62720,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":62720}]",9599,256,2,"[{""y_min"":448,""y_max"":29760,""x_min"":9971,""x_max"":39827,""n_parches"":4852},{""y_min"":31296,""y_max"":61888,""x_min"":7414,""x_max"":37334,""n_parches"":4747}]",
136809-1,136809-1.bif,1,ventana,0.46500000000000002,20,48097,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":29440},{""i"":1,""x"":0,""y"":32000,""w"":33280,""h"":26880}]",8061,256,2,"[{""y_min"":3584,""y_max"":25856,""x_min"":19315,""x_max"":46055,""n_parches"":4058},{""y_min"":35264,""y_max"":57152,""x_min"":19443,""x_max"":46758,""n_parches"":4003}]",
136809-2,136809-2.bif,1,ventana,0.46500000000000002,20,45035,28160,1,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":28160}]",3648,256,1,"[{""y_min"":2048,""y_max"":26496,""x_min"":16824,""x_max"":42925,""n_parches"":3648}]",
136815,136815.bif,1,ventana,0.46500000000000002,20,52652,74240,2,"[{""i"":0,""x"":0,""y"":48640,""w"":48640,""h"":25600},{""i"":1,""x"":1280,""y"":0,""w"":43520,""h"":24320}]",6656,256,2,"[{""y_min"":4224,""y_max"":20544,""x_min"":8316,""x_max"":47216,""n_parches"":3290},{""y_min"":54336,""y_max"":71232,""x_min"":6077,""x_max"":49773,""n_parches"":3366}]",
136829-2,136829-2.bif,1,ventana,0.46500000000000002,20,50657,25600,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":25600}]",2856,256,1,"[{""y_min"":1280,""y_max"":22976,""x_min"":16310,""x_max"":46056,""n_parches"":2856}]",
136892,136892.bif,1,ventana,0.46500000000000002,20,34911,29440,1,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":29440}]",3873,256,1,"[{""y_min"":960,""y_max"":28288,""x_min"":8440,""x_max"":33509,""n_parches"":3873}]",
136893,136893.bif,1,ventana,0.46500000000000002,20,50169,37120,1,"[{""i"":0,""x"":0,""y"":0,""w"":40960,""h"":37120}]",5445,256,1,"[{""y_min"":1152,""y_max"":34560,""x_min"":10366,""x_max"":47482,""n_parches"":5445}]",
137092,137092.bif,1,ventana,0.46500000000000002,20,42896,26880,1,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":26880}]",3248,256,2,"[{""y_min"":1664,""y_max"":4224,""x_min"":30493,""x_max"":31517,""n_parches"":35},{""y_min"":5120,""y_max"":25600,""x_min"":12785,""x_max"":39320,""n_parches"":3213}]",
137484,137484.bif,1,ventana,0.46500000000000002,20,46329,26880,1,"[{""i"":0,""x"":0,""y"":0,""w"":37120,""h"":26880}]",2784,256,1,"[{""y_min"":1344,""y_max"":23616,""x_min"":10494,""x_max"":44409,""n_parches"":2784}]",
137536,137536.bif,1,ventana,0.46500000000000002,20,56471,35840,1,"[{""i"":0,""x"":0,""y"":0,""w"":44800,""h"":35840}]",3886,256,1,"[{""y_min"":2176,""y_max"":33728,""x_min"":15860,""x_max"":54046,""n_parches"":3886}]",
137538,137538.bif,1,ventana,0.46500000000000002,20,52087,76800,2,"[{""i"":0,""x"":0,""y"":0,""w"":39680,""h"":30720},{""i"":1,""x"":1280,""y"":44800,""w"":40960,""h"":32000}]",7183,256,2,"[{""y_min"":1664,""y_max"":28032,""x_min"":14909,""x_max"":47352,""n_parches"":3598},{""y_min"":46912,""y_max"":73280,""x_min"":16445,""x_max"":49208,""n_parches"":3585}]",
137539,137539.bif,1,ventana,0.46500000000000002,20,52087,76800,2,"[{""i"":0,""x"":0,""y"":0,""w"":39680,""h"":30720},{""i"":1,""x"":1280,""y"":44800,""w"":40960,""h"":32000}]",7183,256,2,"[{""y_min"":1664,""y_max"":28032,""x_min"":14909,""x_max"":47352,""n_parches"":3598},{""y_min"":46912,""y_max"":73280,""x_min"":16445,""x_max"":49208,""n_parches"":3585}]",
137630,137630.bif,1,ventana,0.46500000000000002,20,42462,55040,2,"[{""i"":0,""x"":0,""y"":0,""w"":23040,""h"":26880},{""i"":1,""x"":0,""y"":26880,""w"":23040,""h"":28160}]",4155,256,2,"[{""y_min"":1280,""y_max"":24448,""x_min"":21294,""x_max"":39650,""n_parches"":1976},{""y_min"":28992,""y_max"":52928,""x_min"":21039,""x_max"":39203,""n_parches"":2179}]",
137877-1,137877-1.bif,1,ventana,0.46500000000000002,20,43468,51200,2,"[{""i"":0,""x"":0,""y"":28160,""w"":23040,""h"":23040},{""i"":1,""x"":1280,""y"":0,""w"":23040,""h"":21760}]",3285,256,2,"[{""y_min"":1408,""y_max"":20160,""x_min"":22501,""x_max"":40914,""n_parches"":1658},{""y_min"":30272,""y_max"":48832,""x_min"":20966,""x_max"":39380,""n_parches"":1627}]",
137877-2,137877-2.bif,1,ventana,0.46500000000000002,20,46080,61440,2,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":29440},{""i"":1,""x"":0,""y"":30720,""w"":29440,""h"":30720}]",5595,256,2,"[{""y_min"":2688,""y_max"":29184,""x_min"":18112,""x_max"":41664,""n_parches"":2820},{""y_min"":31936,""y_max"":59200,""x_min"":19584,""x_max"":43648,""n_parches"":2775}]",
137969,137969.bif,1,ventana,0.46500000000000002,20,53515,65280,2,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":30720},{""i"":1,""x"":0,""y"":30720,""w"":30720,""h"":34560}]",8707,256,2,"[{""y_min"":1664,""y_max"":26304,""x_min"":24104,""x_max"":50004,""n_parches"":4247},{""y_min"":33088,""y_max"":60864,""x_min"":25063,""x_max"":50898,""n_parches"":4460}]",
137971,137971.bif,1,ventana,0.46500000000000002,20,43850,29440,1,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":29440}]",3512,256,1,"[{""y_min"":1216,""y_max"":26560,""x_min"":14893,""x_max"":39511,""n_parches"":3512}]",
137973-1,137973-1.bif,1,ventana,0.46500000000000002,20,48882,97280,2,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":30720},{""i"":1,""x"":1280,""y"":66560,""w"":35840,""h"":30720}]",9508,256,2,"[{""y_min"":3008,""y_max"":28800,""x_min"":12924,""x_max"":42805,""n_parches"":4503},{""y_min"":69376,""y_max"":95424,""x_min"":15419,""x_max"":47220,""n_parches"":5005}]",
137973-2,137973-2.bif,1,ventana,0.46500000000000002,20,38891,52480,2,"[{""i"":0,""x"":0,""y"":0,""w"":17920,""h"":21760},{""i"":1,""x"":0,""y"":28160,""w"":16640,""h"":24320}]",1025,256,2,"[{""y_min"":4352,""y_max"":17408,""x_min"":22963,""x_max"":36270,""n_parches"":517},{""y_min"":31168,""y_max"":45184,""x_min"":23091,""x_max"":35054,""n_parches"":508}]",
138131,138131.bif,1,ventana,0.46500000000000002,20,49769,46080,1,"[{""i"":0,""x"":0,""y"":0,""w"":44800,""h"":46080}]",5208,256,2,"[{""y_min"":1216,""y_max"":4800,""x_min"":11066,""x_max"":18746,""n_parches"":326},{""y_min"":5696,""y_max"":44416,""x_min"":5309,""x_max"":47788,""n_parches"":4882}]",
138527,138527.bif,1,ventana,0.46500000000000002,20,54977,64000,2,"[{""i"":0,""x"":0,""y"":0,""w"":23040,""h"":32000},{""i"":1,""x"":24320,""y"":33280,""w"":24320,""h"":30720}]",8063,256,2,"[{""y_min"":3904,""y_max"":30016,""x_min"":6392,""x_max"":28535,""n_parches"":4007},{""y_min"":36352,""y_max"":60800,""x_min"":31388,""x_max"":54615,""n_parches"":4056}]",
138529,138529.bif,1,ventana,0.46500000000000002,20,42264,57600,1,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":57600}]",7663,256,2,"[{""y_min"":2112,""y_max"":25536,""x_min"":10102,""x_max"":40669,""n_parches"":3847},{""y_min"":30528,""y_max"":53952,""x_min"":8759,""x_max"":39326,""n_parches"":3816}]",
138566,138566.bif,1,ventana,0.46500000000000002,20,47862,26880,1,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":26880}]",4029,256,1,"[{""y_min"":2368,""y_max"":25920,""x_min"":17532,""x_max"":45560,""n_parches"":4029}]",
138809-2,138809-2.bif,1,ventana,0.46500000000000002,20,45035,28160,1,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":28160}]",3648,256,1,"[{""y_min"":2048,""y_max"":26496,""x_min"":16824,""x_max"":42925,""n_parches"":3648}]",
138974,138974.bif,1,ventana,0.46500000000000002,20,39512,28160,1,"[{""i"":0,""x"":0,""y"":0,""w"":28160,""h"":28160}]",2955,256,1,"[{""y_min"":768,""y_max"":27136,""x_min"":13682,""x_max"":36330,""n_parches"":2955}]",
139301,139301.bif,1,ventana,0.46500000000000002,20,48823,28160,1,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":28160}]",2530,256,1,"[{""y_min"":1280,""y_max"":26240,""x_min"":19324,""x_max"":46264,""n_parches"":2530}]",
139390,139390.bif,1,ventana,0.46500000000000002,20,42847,29440,1,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":29440}]",3742,256,1,"[{""y_min"":1216,""y_max"":29184,""x_min"":12214,""x_max"":42531,""n_parches"":3742}]",
139394,139394.bif,1,ventana,0.46500000000000002,20,41219,33280,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":33280}]",6617,256,2,"[{""y_min"":0,""y_max"":512,""x_min"":22558,""x_max"":26398,""n_parches"":32},{""y_min"":1920,""y_max"":32768,""x_min"":9202,""x_max"":37489,""n_parches"":6585}]",
139398,139398.bif,1,ventana,0.46500000000000002,20,47690,30720,1,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":30720}]",5439,256,1,"[{""y_min"":1088,""y_max"":28416,""x_min"":14639,""x_max"":44573,""n_parches"":5439}]",
139402,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
139402-2,139402-2.bif,1,ventana,0.46500000000000002,20,45329,32000,1,"[{""i"":0,""x"":0,""y"":0,""w"":38400,""h"":32000}]",2433,256,1,"[{""y_min"":1920,""y_max"":29696,""x_min"":9398,""x_max"":42522,""n_parches"":2433}]",
139721-1,139721-1.bif,1,ventana,0.46500000000000002,20,43654,51200,2,"[{""i"":0,""x"":0,""y"":0,""w"":23040,""h"":21760},{""i"":1,""x"":1280,""y"":28160,""w"":24320,""h"":23040}]",2681,256,2,"[{""y_min"":1280,""y_max"":19968,""x_min"":20261,""x_max"":38993,""n_parches"":1348},{""y_min"":30272,""y_max"":48896,""x_min"":22562,""x_max"":41167,""n_parches"":1333}]",
139721-2,139721-2.bif,1,ventana,0.46500000000000002,20,30043,47360,2,"[{""i"":0,""x"":0,""y"":30720,""w"":14080,""h"":16640},{""i"":1,""x"":1280,""y"":0,""w"":15360,""h"":15360}]",1317,256,4,"[{""y_min"":1280,""y_max"":9408,""x_min"":16683,""x_max"":27556,""n_parches"":479},{""y_min"":10304,""y_max"":13376,""x_min"":20454,""x_max"":25062,""n_parches"":184},{""y_min"":32960,""y_max"":40448,""x_min"":15085,""x_max"":25318,""n_parches"":477},{""y_min"":41344,""y_max"":44416,""x_min"":18025,""x_max"":22377,""n_parches"":177}]",
139725-1,139725-1.bif,1,ventana,0.46500000000000002,20,43654,51200,2,"[{""i"":0,""x"":0,""y"":0,""w"":23040,""h"":21760},{""i"":1,""x"":1280,""y"":28160,""w"":24320,""h"":23040}]",2681,256,2,"[{""y_min"":1280,""y_max"":19968,""x_min"":20261,""x_max"":38993,""n_parches"":1348},{""y_min"":30272,""y_max"":48896,""x_min"":22562,""x_max"":41167,""n_parches"":1333}]",
139725-2,139725-2.bif,1,ventana,0.46500000000000002,20,30043,47360,2,"[{""i"":0,""x"":0,""y"":30720,""w"":14080,""h"":16640},{""i"":1,""x"":1280,""y"":0,""w"":15360,""h"":15360}]",1317,256,4,"[{""y_min"":1280,""y_max"":9408,""x_min"":16683,""x_max"":27556,""n_parches"":479},{""y_min"":10304,""y_max"":13376,""x_min"":20454,""x_max"":25062,""n_parches"":184},{""y_min"":32960,""y_max"":40448,""x_min"":15085,""x_max"":25318,""n_parches"":477},{""y_min"":41344,""y_max"":44416,""x_min"":18025,""x_max"":22377,""n_parches"":177}]",
139772,139772.bif,1,ventana,0.46500000000000002,20,48907,48640,2,"[{""i"":0,""x"":0,""y"":25600,""w"":28160,""h"":23040},{""i"":1,""x"":1280,""y"":0,""w"":28160,""h"":23040}]",5017,256,3,"[{""y_min"":1024,""y_max"":9408,""x_min"":26850,""x_max"":47379,""n_parches"":1050},{""y_min"":10304,""y_max"":19264,""x_min"":22823,""x_max"":47057,""n_parches"":1473},{""y_min"":27008,""y_max"":45248,""x_min"":20969,""x_max"":45267,""n_parches"":2494}]",
139955,139955.bif,1,ventana,0.46500000000000002,20,34598,29440,1,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":29440}]",3982,256,1,"[{""y_min"":1344,""y_max"":26688,""x_min"":2622,""x_max"":31728,""n_parches"":3982}]",
140454,140454.bif,1,ventana,0.46500000000000002,20,41072,28160,1,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":28160}]",3793,256,1,"[{""y_min"":1600,""y_max"":26752,""x_min"":10427,""x_max"":38968,""n_parches"":3793}]",
140456,140456.bif,1,ventana,0.46500000000000002,20,54111,43520,1,"[{""i"":0,""x"":0,""y"":0,""w"":48640,""h"":43520}]",5151,256,2,"[{""y_min"":2560,""y_max"":3584,""x_min"":29230,""x_max"":30766,""n_parches"":28},{""y_min"":6592,""y_max"":41344,""x_min"":6651,""x_max"":50659,""n_parches"":5123}]",
140569,140569.bif,1,ventana,0.46500000000000002,20,46967,35840,1,"[{""i"":0,""x"":0,""y"":0,""w"":37120,""h"":35840}]",3567,256,1,"[{""y_min"":1216,""y_max"":33600,""x_min"":12861,""x_max"":45624,""n_parches"":3567}]",
140939,140939.bif,1,ventana,0.46500000000000002,20,52606,46080,1,"[{""i"":0,""x"":0,""y"":0,""w"":48640,""h"":46080}]",5453,256,1,"[{""y_min"":1152,""y_max"":43712,""x_min"":6655,""x_max"":51454,""n_parches"":5453}]",
141014,141014.bif,1,ventana,0.46500000000000002,20,49829,55040,1,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":55040}]",4961,256,3,"[{""y_min"":0,""y_max"":512,""x_min"":24114,""x_max"":26162,""n_parches"":23},{""y_min"":1600,""y_max"":27392,""x_min"":17846,""x_max"":47399,""n_parches"":2463},{""y_min"":28864,""y_max"":53056,""x_min"":17206,""x_max"":46312,""n_parches"":2475}]",
141358,141358.bif,1,ventana,0.46500000000000002,20,44267,55040,1,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":55040}]",2870,256,4,"[{""y_min"":0,""y_max"":768,""x_min"":29553,""x_max"":40173,""n_parches"":44},{""y_min"":1664,""y_max"":26624,""x_min"":14713,""x_max"":39534,""n_parches"":1293},{""y_min"":28736,""y_max"":45440,""x_min"":12282,""x_max"":34991,""n_parches"":1009},{""y_min"":46272,""y_max"":54784,""x_min"":15288,""x_max"":40046,""n_parches"":524}]",
141419,141419.bif,1,ventana,0.46500000000000002,20,43275,35840,1,"[{""i"":0,""x"":0,""y"":0,""w"":37120,""h"":35840}]",4552,256,1,"[{""y_min"":1600,""y_max"":32448,""x_min"":7414,""x_max"":39378,""n_parches"":4552}]",
141424,141424.bif,1,ventana,0.46500000000000002,20,51540,38400,1,"[{""i"":0,""x"":0,""y"":0,""w"":42240,""h"":38400}]",4163,256,1,"[{""y_min"":1856,""y_max"":36096,""x_min"":10678,""x_max"":49691,""n_parches"":4163}]",
141426-1,141426-1.bif,1,ventana,0.46500000000000002,20,46498,37120,1,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":37120}]",4627,256,1,"[{""y_min"":2112,""y_max"":32576,""x_min"":15925,""x_max"":44583,""n_parches"":4627}]",
141426-2,141426-2.bif,1,ventana,0.46500000000000002,20,31975,48640,2,"[{""i"":0,""x"":0,""y"":0,""w"":21760,""h"":25600},{""i"":1,""x"":0,""y"":26880,""w"":23040,""h"":21760}]",4262,256,2,"[{""y_min"":1728,""y_max"":22080,""x_min"":10615,""x_max"":27631,""n_parches"":2145},{""y_min"":28544,""y_max"":48256,""x_min"":10615,""x_max"":29675,""n_parches"":2117}]",
141560,141560.bif,1,ventana,0.46500000000000002,20,43075,57600,2,"[{""i"":0,""x"":0,""y"":30720,""w"":25600,""h"":26880},{""i"":1,""x"":5120,""y"":0,""w"":25600,""h"":29440}]",4499,256,2,"[{""y_min"":1792,""y_max"":26432,""x_min"":19045,""x_max"":40335,""n_parches"":2285},{""y_min"":32640,""y_max"":56832,""x_min"":13548,""x_max"":35286,""n_parches"":2214}]",
141636,141636.bif,1,ventana,0.46500000000000002,20,55166,46080,1,"[{""i"":0,""x"":0,""y"":0,""w"":51200,""h"":46080}]",2153,256,1,"[{""y_min"":0,""y_max"":45824,""x_min"":4415,""x_max"":54910,""n_parches"":2153}]",
141756,141756.bif,1,ventana,0.46500000000000002,20,46957,79360,2,"[{""i"":0,""x"":3840,""y"":0,""w"":29440,""h"":25600},{""i"":1,""x"":0,""y"":52480,""w"":28160,""h"":26880}]",3882,256,2,"[{""y_min"":2176,""y_max"":22400,""x_min"":20023,""x_max"":42672,""n_parches"":1887},{""y_min"":54400,""y_max"":76160,""x_min"":16377,""x_max"":38769,""n_parches"":1995}]",
141758,141758.bif,1,ventana,0.46500000000000002,20,53788,44800,1,"[{""i"":0,""x"":0,""y"":0,""w"":47360,""h"":44800}]",6137,256,1,"[{""y_min"":1280,""y_max"":39296,""x_min"":7738,""x_max"":51170,""n_parches"":6137}]",
141760,141760.bif,1,ventana,0.46500000000000002,20,43299,80640,2,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":26880},{""i"":1,""x"":0,""y"":52480,""w"":29440,""h"":28160}]",4376,256,2,"[{""y_min"":1728,""y_max"":26048,""x_min"":15093,""x_max"":40999,""n_parches"":2281},{""y_min"":54464,""y_max"":78272,""x_min"":16181,""x_max"":41319,""n_parches"":2095}]",
141825,141825.bif,1,ventana,0.46500000000000002,20,49583,83200,2,"[{""i"":0,""x"":0,""y"":0,""w"":42240,""h"":33280},{""i"":1,""x"":0,""y"":48640,""w"":43520,""h"":34560}]",9758,256,2,"[{""y_min"":1088,""y_max"":30656,""x_min"":6141,""x_max"":46131,""n_parches"":4782},{""y_min"":50816,""y_max"":80128,""x_min"":6333,""x_max"":47410,""n_parches"":4976}]",
141827,141827.bif,1,ventana,0.46500000000000002,20,41447,37120,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":37120}]",3582,256,2,"[{""y_min"":1216,""y_max"":1984,""x_min"":36969,""x_max"":38249,""n_parches"":16},{""y_min"":3136,""y_max"":32704,""x_min"":7163,""x_max"":38635,""n_parches"":3566}]",
142430,142430.bif,1,ventana,0.46500000000000002,20,56123,78080,2,"[{""i"":0,""x"":0,""y"":0,""w"":51200,""h"":12800},{""i"":1,""x"":8960,""y"":49920,""w"":29440,""h"":28160}]",7787,256,3,"[{""y_min"":0,""y_max"":12544,""x_min"":4927,""x_max"":55871,""n_parches"":4321},{""y_min"":51520,""y_max"":76544,""x_min"":18110,""x_max"":43069,""n_parches"":3455},{""y_min"":77696,""y_max"":77952,""x_min"":33724,""x_max"":35004,""n_parches"":11}]",
142432,142432.bif,1,ventana,0.46500000000000002,20,38744,49920,2,"[{""i"":0,""x"":0,""y"":26880,""w"":29440,""h"":23040},{""i"":1,""x"":1280,""y"":0,""w"":29440,""h"":23040}]",4545,256,2,"[{""y_min"":1216,""y_max"":20224,""x_min"":11252,""x_max"":36636,""n_parches"":2280},{""y_min"":29248,""y_max"":49792,""x_min"":10485,""x_max"":35868,""n_parches"":2265}]",
142446,142446.bif,1,ventana,0.46500000000000002,20,44446,60160,1,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":60160}]",7038,256,2,"[{""y_min"":1088,""y_max"":26496,""x_min"":14197,""x_max"":41383,""n_parches"":3495},{""y_min"":29248,""y_max"":55296,""x_min"":13941,""x_max"":41064,""n_parches"":3543}]",
142536,142536.bif,1,ventana,0.46500000000000002,20,46869,52480,2,"[{""i"":0,""x"":0,""y"":26880,""w"":30720,""h"":25600},{""i"":1,""x"":3840,""y"":0,""w"":30720,""h"":25600}]",6382,256,2,"[{""y_min"":2240,""y_max"":23872,""x_min"":19502,""x_max"":44645,""n_parches"":3249},{""y_min"":29952,""y_max"":51392,""x_min"":15026,""x_max"":40490,""n_parches"":3133}]",
142541-1,142541-1.bif,1,ventana,0.46500000000000002,20,51225,38400,1,"[{""i"":0,""x"":0,""y"":0,""w"":43520,""h"":38400}]",5875,256,2,"[{""y_min"":1216,""y_max"":34944,""x_min"":8441,""x_max"":48161,""n_parches"":5860},{""y_min"":35840,""y_max"":36608,""x_min"":15348,""x_max"":16372,""n_parches"":15}]",
142541-2,142541-2.bif,1,ventana,0.46500000000000002,20,44039,52480,1,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":52480}]",5554,256,3,"[{""y_min"":2688,""y_max"":26304,""x_min"":13550,""x_max"":41627,""n_parches"":2822},{""y_min"":27264,""y_max"":50176,""x_min"":12847,""x_max"":40477,""n_parches"":2656},{""y_min"":51328,""y_max"":52352,""x_min"":26589,""x_max"":32221,""n_parches"":76}]",
142696,142696.bif,1,ventana,0.46500000000000002,20,43082,52480,2,"[{""i"":0,""x"":2560,""y"":0,""w"":30720,""h"":21760},{""i"":1,""x"":0,""y"":30720,""w"":29440,""h"":21760}]",7001,256,2,"[{""y_min"":1088,""y_max"":19136,""x_min"":15085,""x_max"":41238,""n_parches"":3553},{""y_min"":32576,""y_max"":50624,""x_min"":11058,""x_max"":37083,""n_parches"":3448}]",
142883-1,142883-1.bif,1,ventana,0.46500000000000002,20,41065,65280,1,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":65280}]",5789,256,3,"[{""y_min"":3904,""y_max"":33152,""x_min"":15031,""x_max"":37293,""n_parches"":2889},{""y_min"":34624,""y_max"":63808,""x_min"":15351,""x_max"":37741,""n_parches"":2880},{""y_min"":64768,""y_max"":65024,""x_min"":25585,""x_max"":28401,""n_parches"":20}]",
142883-2,142883-2.bif,1,ventana,0.46500000000000002,20,50905,44800,1,"[{""i"":0,""x"":0,""y"":0,""w"":43520,""h"":44800}]",5439,256,2,"[{""y_min"":1024,""y_max"":2816,""x_min"":23470,""x_max"":25006,""n_parches"":37},{""y_min"":4032,""y_max"":41728,""x_min"":8953,""x_max"":48165,""n_parches"":5402}]",
142887-1,142887-1.bif,1,ventana,0.46500000000000002,20,48391,40960,1,"[{""i"":0,""x"":0,""y"":0,""w"":40960,""h"":40960}]",5326,256,1,"[{""y_min"":1408,""y_max"":38080,""x_min"":9908,""x_max"":46415,""n_parches"":5326}]",
142887-2,142887-2.bif,1,ventana,0.46500000000000002,20,42896,60160,2,"[{""i"":0,""x"":1280,""y"":0,""w"":30720,""h"":29440},{""i"":1,""x"":0,""y"":32000,""w"":29440,""h"":28160}]",6756,256,2,"[{""y_min"":832,""y_max"":28736,""x_min"":15534,""x_max"":40856,""n_parches"":3413},{""y_min"":32256,""y_max"":59968,""x_min"":14895,""x_max"":40217,""n_parches"":3343}]",
142994,142994.bif,1,ventana,0.46500000000000002,20,52455,46080,1,"[{""i"":0,""x"":0,""y"":0,""w"":43520,""h"":46080}]",5412,256,1,"[{""y_min"":3392,""y_max"":42752,""x_min"":9851,""x_max"":50541,""n_parches"":5412}]",
143091,143091.bif,1,ventana,0.46500000000000002,20,43934,53760,2,"[{""i"":0,""x"":0,""y"":0,""w"":28160,""h"":25600},{""i"":1,""x"":0,""y"":28160,""w"":28160,""h"":25600}]",3256,256,2,"[{""y_min"":1856,""y_max"":22400,""x_min"":18609,""x_max"":41696,""n_parches"":1636},{""y_min"":31424,""y_max"":51392,""x_min"":18801,""x_max"":41696,""n_parches"":1620}]",
143338,143338.bif,1,ventana,0.46500000000000002,20,45894,39680,1,"[{""i"":0,""x"":0,""y"":0,""w"":44800,""h"":39680}]",6808,256,1,"[{""y_min"":1280,""y_max"":35904,""x_min"":1853,""x_max"":43785,""n_parches"":6808}]",
143868,143868.bif,1,ventana,0.46500000000000002,20,44460,60160,1,"[{""i"":0,""x"":0,""y"":0,""w"":37120,""h"":60160}]",7685,256,2,"[{""y_min"":704,""y_max"":28352,""x_min"":11003,""x_max"":40370,""n_parches"":3832},{""y_min"":30144,""y_max"":57856,""x_min"":8572,""x_max"":37810,""n_parches"":3853}]",
143870,143870.bif,1,ventana,0.46500000000000002,20,42401,57600,2,"[{""i"":0,""x"":0,""y"":28160,""w"":30720,""h"":29440},{""i"":1,""x"":2560,""y"":0,""w"":32000,""h"":28160}]",5760,256,2,"[{""y_min"":1088,""y_max"":25920,""x_min"":12215,""x_max"":39087,""n_parches"":2906},{""y_min"":30528,""y_max"":55616,""x_min"":9209,""x_max"":35954,""n_parches"":2854}]",
143872,143872.bif,1,ventana,0.46500000000000002,20,45978,34560,1,"[{""i"":0,""x"":0,""y"":0,""w"":42240,""h"":34560}]",5033,256,1,"[{""y_min"":1152,""y_max"":34304,""x_min"":3772,""x_max"":44063,""n_parches"":5033}]",
144313,144313.bif,1,ventana,0.46500000000000002,20,45403,56320,1,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":56320}]",7344,256,2,"[{""y_min"":1600,""y_max"":28032,""x_min"":14708,""x_max"":43232,""n_parches"":3603},{""y_min"":29632,""y_max"":56128,""x_min"":14771,""x_max"":43680,""n_parches"":3741}]",
144317,144317.bif,1,ventana,0.46500000000000002,20,47469,34560,1,"[{""i"":0,""x"":0,""y"":0,""w"":37120,""h"":34560}]",4769,256,1,"[{""y_min"":2496,""y_max"":32256,""x_min"":11643,""x_max"":45359,""n_parches"":4769}]",
144672,144672.bif,1,ventana,0.46500000000000002,20,44306,57600,2,"[{""i"":0,""x"":3840,""y"":0,""w"":26880,""h"":26880},{""i"":1,""x"":0,""y"":28160,""w"":25600,""h"":29440}]",5989,256,2,"[{""y_min"":1664,""y_max"":26560,""x_min"":19819,""x_max"":41181,""n_parches"":2926},{""y_min"":31552,""y_max"":57024,""x_min"":16111,""x_max"":37983,""n_parches"":3063}]",
144820,144820.bif,1,ventana,0.46500000000000002,20,50461,57600,1,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":57600}]",5205,256,2,"[{""y_min"":1600,""y_max"":28352,""x_min"":22448,""x_max"":47394,""n_parches"":2620},{""y_min"":31616,""y_max"":57280,""x_min"":24303,""x_max"":48609,""n_parches"":2585}]",
