marca,x,y,lado_px,en_region_anotada,dmin_px,dmin_um,acreditada,deteccion,det_x,det_y
0,37648.6,8800.3,42.0,True,453.0,210.6,False,-1,,
1,27415.2,13955.1,37.0,True,2584.7,1201.9,False,-1,,
2,27454.7,13966.8,46.0,True,2544.9,1183.4,False,-1,,
3,27893.8,13823.9,30.0,True,2223.2,1033.8,False,-1,,
4,35878.0,7864.3,38.0,True,978.7,455.1,False,-1,,
5,37846.0,8717.9,42.0,True,648.1,301.4,False,-1,,
6,26196.3,12131.9,38.0,True,3122.0,1451.7,False,-1,,
7,37365.0,9154.3,49.0,True,4.9,2.3,True,9,37369.1,9156.9
