marca,x,y,lado_px,en_region_anotada,dmin_px,dmin_um,acreditada,deteccion,det_x,det_y
0,25238.6,10048.9,58.0,True,160.0,74.4,False,-1,,
1,22303.8,24413.9,26.0,True,1.3,0.6,True,26,22303.6,24415.3
2,22742.3,6668.3,19.0,True,413.8,192.4,False,-1,,
3,22335.0,6568.9,27.0,True,5.7,2.6,True,10,22340.6,6568.9
4,21679.3,7187.0,35.0,True,4.4,2.1,True,13,21680.0,7191.4
5,22486.3,8831.9,30.0,True,347.1,161.4,False,-1,,
