marca,x,y,lado_px,en_region_anotada,dmin_px,dmin_um,acreditada,deteccion,det_x,det_y
0,26927.8,4003.9,30.0,True,1361.4,633.0,False,-1,,
1,29445.8,22306.9,30.0,True,13165.7,6122.1,False,-1,,
