,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.6915584415584416,0.8658008658008658,0.75,0.75
1,1,0.5281385281385281,0.8138528138528138,0.5625,0.6875
2,2,0.6266233766233766,0.6388888888888888,0.6388888888888888,0.5454545454545454
3,3,0.7396694214876033,0.49350649350649356,0.7272727272727273,0.625
4,4,0.6753246753246753,0.731404958677686,0.625,0.6363636363636364
