expert,mean_score
0,2.193019e-04
1,2.068625e-04
2,2.052977e-04
3,2.026140e-04
4,2.091748e-04
5,2.083321e-04
6,2.058408e-04
7,2.062375e-04
8,2.178850e-04
9,2.044779e-04
10,2.132933e-04
11,2.169397e-04
12,2.074436e-04
13,2.137912e-04
14,2.103074e-04
15,2.047139e-04
16,2.162418e-04
17,2.176972e-04
18,1.954879e-04
19,2.012451e-04
20,2.087984e-04
21,2.096772e-04
22,1.932175e-04
23,1.967337e-04
24,2.218805e-04
25,2.281991e-04
26,2.169863e-04
27,1.921923e-04
28,2.037720e-04
29,1.953579e-04
