expert,mean_score
0,2.224537e-04
1,2.136284e-04
2,1.932711e-04
3,1.913308e-04
4,1.973556e-04
5,2.135740e-04
6,2.127246e-04
7,2.034535e-04
8,2.167643e-04
9,2.093417e-04
10,2.171927e-04
11,2.128414e-04
12,2.108756e-04
13,2.119328e-04
14,2.240445e-04
15,2.078966e-04
16,2.118217e-04
17,2.134955e-04
18,1.983534e-04
19,1.987239e-04
20,2.127523e-04
21,2.044634e-04
22,2.071963e-04
23,2.028140e-04
24,2.120667e-04
25,2.037467e-04
26,2.214192e-04
27,1.839863e-04
28,2.130528e-04
29,2.074264e-04
