tarea,laminas,N_eff_slots,N_eff_por_lamina,slots_sobre_uniforme,slots_bajo_uniforme_≈0,slots_para_50pct,slots_para_90pct,masa_top10_pct,top1_id,top1_pct,top1_vs_uniforme,peso_min_pct
129741,1,192.0,192,90,210,50,194,18.8,e15·s7,3.0902,9.271,0.03051
