,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.6346153846153846,0.6234817813765181,0.6060606060606061,0.5
1,1,0.6346153846153846,0.6346153846153846,0.5454545454545454,0.5454545454545454
2,2,0.6558704453441295,0.4615384615384615,0.59375,0.40625
3,3,0.6875,0.8241758241758242,0.6285714285714286,0.7647058823529411
4,4,0.6153846153846153,0.7246963562753036,0.5588235294117647,0.5625
