ckpt,grupo,idx,x,y,atencion,percentil
seba_combined_s0,Immune cells,2006,12157,54080,1.6652909835102037e-05,14.714464360150062
seba_combined_s0,Immune cells,2007,12157,54336,1.653626713959966e-05,14.61025427261359
seba_combined_s0,Immune cells,2033,12413,53312,1.7558484614710324e-05,16.02751146310963
seba_combined_s0,Immune cells,2034,12413,53568,3.162542270729318e-05,27.136306794497706
seba_combined_s0,Immune cells,2035,12413,53824,2.1159648895263672e-05,20.571071279699876
seba_combined_s0,Immune cells,2036,12413,54080,6.800355913583189e-05,37.97415589829095
seba_combined_s0,Immune cells,2037,12413,54336,0.00010243015276500955,44.68528553563985
seba_combined_s0,Immune cells,2065,12669,53312,6.25917236902751e-05,36.598582742809505
seba_combined_s0,Immune cells,2066,12669,53568,4.052860094816424e-05,30.325135473113797
seba_combined_s0,Immune cells,2067,12669,53824,4.65332341264002e-05,32.305127136306794
seba_combined_s0,Immune cells,2068,12669,54080,0.00011181931768078357,46.22759483117966
seba_combined_s0,Immune cells,2069,12669,54336,0.00047690499923191965,87.411421425594
seba_combined_s0,Immune cells,2097,12925,53312,2.9347260351642035e-05,26.073363901625676
seba_combined_s0,Immune cells,2098,12925,53568,7.368460501311347e-05,39.05794080867028
seba_combined_s0,Immune cells,2099,12925,53824,8.847816934576258e-05,41.954981242184246
seba_combined_s0,Immune cells,2100,12925,54080,9.187032264890149e-05,42.49687369737391
seba_combined_s0,Immune cells,2131,13181,54080,0.00016341308946721256,54.25177157148812
seba_combined_s0,Immune cells,2146,13181,57920,2.0046922145411372e-05,19.341392246769487
seba_combined_s0,Immune cells,2148,13181,58432,1.9414565031183884e-05,18.820341809087118
seba_combined_s0,Tumor,2057,12413,59456,0.0006533963605761528,95.53980825343893
seba_combined_s0,Tumor,2058,12413,59712,0.00015258739585988224,52.48020008336807
seba_combined_s0,Tumor,2059,12413,59968,0.00022884731879457831,62.984576907044605
seba_combined_s0,Tumor,2089,12669,59456,0.00039450713666155934,80.78365985827428
seba_combined_s0,Tumor,2090,12669,59712,0.0007298305863514543,97.47811588161734
seba_combined_s0,Tumor,2091,12669,59968,0.0005043367273174226,88.95373072113381
seba_combined_s0,Tumor,2092,12669,60224,0.0003384975134395063,75.92746977907461
seba_combined_s0,Tumor,2093,12669,60480,0.0006529859383590519,95.51896623593164
seba_combined_s0,Tumor,2094,12669,60736,0.000529949669726193,90.1625677365569
seba_combined_s0,Tumor,2095,12669,60992,0.0001603281998541206,53.75156315131305
seba_combined_s0,Tumor,2121,12925,59456,0.0002840774250216782,69.94581075448103
seba_combined_s0,Tumor,2122,12925,59712,0.0006925776833668351,96.41517298874531
seba_combined_s0,Tumor,2123,12925,59968,0.00025007757358253,65.7565652355148
seba_combined_s0,Tumor,2124,12925,60224,0.00036190342507325113,77.84493538974573
seba_combined_s0,Tumor,2125,12925,60480,0.00043712364276871085,84.30596081700709
seba_combined_s0,Tumor,2126,12925,60736,0.00028845499036833644,70.65443934972906
seba_combined_s0,Tumor,2127,12925,60992,0.0004572694015223533,85.57732388495207
seba_combined_s0,Tumor,2152,13181,59456,8.60315776662901e-05,41.55898290954564
seba_combined_s0,Tumor,2153,13181,59712,0.00025770440697669983,66.71529804085036
seba_combined_s0,Tumor,2154,13181,59968,0.0004124877159483731,82.09670696123385
seba_combined_s0,Tumor,2155,13181,60224,0.00034872358082793653,76.84451854939559
seba_combined_s0,Tumor,2156,13181,60480,0.00030872467323206365,72.75948311796581
seba_combined_s0,Tumor,2157,13181,60736,0.00029445189284160733,71.217173822426
seba_combined_s0,Tumor,2158,13181,60992,0.0005696407752111554,92.30929553980825
seba_combined_s0,Tumor,2185,13437,59968,0.0001262136356672272,48.645268862025844
seba_combined_s0,Tumor,2186,13437,60224,0.000473756663268432,87.16131721550646
seba_combined_s0,Tumor,2187,13437,60480,0.00037602949305437505,79.1162984576907
seba_combined_s0,Tumor,2188,13437,60736,0.00028108747210353613,69.59149645685703
seba_combined_s0,Tumor,2189,13437,60992,0.0003984573995694518,81.01292205085453
seba_combined_s0,Tumor,2215,13693,59968,0.00016768059867899865,54.981242184243435
seba_combined_s0,Tumor,2216,13693,60224,0.0003935298591386527,80.63776573572322
seba_combined_s0,Tumor,2217,13693,60480,0.0006130756810307503,94.31012922050854
seba_combined_s0,Tumor,2218,13693,60736,0.00028592548915185034,70.19591496456857
seba_combined_s0,Tumor,2219,13693,60992,0.0003071770188398659,72.55106294289287
seba_combined_s0,Tumor,2236,13949,57920,0.000749480037484318,97.81158816173405
seba_combined_s0,Tumor,2237,13949,58176,0.00019766372861340642,59.00375156315131
seba_combined_s0,Tumor,2238,13949,58432,0.00046887146891094744,86.53605669028762
seba_combined_s0,Tumor,2239,13949,58688,0.00010910328273894265,45.81075448103376
seba_combined_s0,Tumor,2243,13949,59712,0.00033432457712478936,75.51062942892872
seba_combined_s0,Tumor,2244,13949,59968,0.0005498206592164934,91.3297207169654
seba_combined_s0,Tumor,2263,14205,57920,0.0007919080671854317,98.56190079199666
seba_combined_s0,Tumor,2264,14205,58176,0.000540722394362092,90.87119633180492
seba_combined_s0,Tumor,2265,14205,58432,0.0007275331881828606,97.29053772405169
seba_combined_s0,Tumor,2266,14205,58688,0.0007415493601001799,97.70737807419758
seba_combined_s0,Tumor,2289,14461,57920,0.0003409456694498658,76.13588995414756
seba_combined_s0,Tumor,2290,14461,58176,0.00016816428978927433,55.04376823676532
seba_combined_s0,Tumor,2291,14461,58432,0.0008084073779173195,98.79116298457691
seba_combined_s0,Tumor,2292,14461,58688,0.0004456189344637096,84.82701125468945
seba_combined_s0,necrosis,1523,15870,75712,0.00022552859445568174,62.6094205919133
seba_combined_s0,necrosis,1524,15870,75968,0.0009585963562130928,99.72905377240517
seba_combined_s0,necrosis,1525,15870,76224,0.0009538588928990066,99.68736973739058
seba_combined_s0,necrosis,1535,16126,75712,0.0007043196237646043,96.68611921634015
seba_combined_s0,necrosis,1536,16126,75968,0.0009995466098189354,99.74989578991246
seba_combined_s0,necrosis,1537,16126,76224,0.0009391772327944636,99.6040016673614
seba_combined_s0,necrosis,1545,16382,75712,0.00025318944244645536,66.1525635681534
seba_combined_s0,necrosis,1546,16382,75968,0.0007886738167144358,98.52021675698208
seba_combined_s0,necrosis,1547,16382,76224,0.00022114856983534992,61.98416006669446
seba_combined_s0,necrosis,2111,12925,56896,0.0005522894789464772,91.57982492705294
seba_combined_s0,necrosis,2142,13181,56896,0.0007752011879347265,98.33263859941643
seba_combined_s0,necrosis,2205,13693,57408,0.00041525016422383487,82.40933722384327
seba_combined_s0,necrosis,2232,13949,56896,0.0004059595230501145,81.53397248853689
seba_combined_s0,necrosis,2233,13949,57152,0.0007283108425326645,97.37390579408087
seba_combined_s0,necrosis,2235,13949,57664,0.0005238890298642218,89.78741142142559
seba_combined_s0,necrosis,2236,13949,57920,0.000749480037484318,97.81158816173405
seba_combined_s0,necrosis,2262,14205,57664,0.0006403476581908762,95.12296790329304
seba_combined_s0,necrosis,2263,14205,57920,0.0007919080671854317,98.56190079199666
seba_combined_s0,Stroma,2115,12925,57920,7.185716094681993e-05,38.724468528553565
seba_combined_s0,Stroma,2116,12925,58176,2.0867866624030285e-05,20.27928303459775
seba_combined_s0,Stroma,2117,12925,58432,0.0003833280934486538,79.80408503543143
seba_combined_s0,Stroma,2118,12925,58688,0.0003801024577114731,79.5331388078366
seba_combined_s0,Stroma,2146,13181,57920,2.0046922145411372e-05,19.341392246769487
seba_combined_s0,Stroma,2147,13181,58176,1.5891098883002996e-05,13.484785327219674
seba_combined_s0,Stroma,2148,13181,58432,1.9414565031183884e-05,18.820341809087118
seba_combined_s0,Stroma,2149,13181,58688,6.581527122762054e-05,37.49478949562317
seba_combined_s0,Stroma,2177,13437,57920,0.00029260062729008496,71.05043768236766
seba_combined_s0,Stroma,2178,13437,58176,0.00021930782531853765,61.71321383909962
seba_combined_s0,Stroma,2179,13437,58432,4.8538600822212175e-05,32.95122967903293
seba_combined_s0,Stroma,2180,13437,58688,1.5006964531494305e-05,11.525635681533972
seba_combined_s0,Tejido Adiposo,1584,19066,63040,1.7260601453017443e-05,15.652355147978325
