ckpt,rol,split_129741,n_clases,cabeza,es_cabeza_verdadera,es_cabeza_predicha,pred,grupo,n_parches,grupo_de_interes,auc_ranking,percentil_mediano,percentil_medio,p_permutacion,p_traslacion,n_traslaciones,auc_nula_media
seba_5fold_f4,control_interno,train,4,score_2,False,False,score_3,Immune cells,23,False,0.5846988566018498,64.81867444768653,58.43104916903781,,,,
seba_5fold_f4,control_interno,train,4,score_2,False,False,score_3,Tumor,48,False,0.7088463832175682,72.13422259274698,70.6800576629151,,,,
seba_5fold_f4,control_interno,train,4,score_2,False,False,score_3,necrosis,18,False,0.82356085430756,86.72363484785328,82.24144319392337,,,,
seba_5fold_f4,control_interno,train,4,score_2,False,False,score_3,Stroma,12,False,0.7090731843186407,69.1017090454356,70.85938585521744,,,,
seba_5fold_f4,control_interno,train,4,score_2,False,False,score_3,Tejido Adiposo,27,False,0.03746390984446307,4.168403501458942,3.9970358019545182,,,,
seba_5fold_f4,control_interno,train,4,score_3,True,True,score_3,Nucleos alto grado,13,True,0.8756308463788615,90.74614422676115,87.46913778176804,0.0004997501249375312,0.031484257871064465,2000.0,0.5953996121328764
seba_5fold_f4,control_interno,train,4,score_3,True,True,score_3,Mitosis,28,True,0.9423301494146181,96.30054189245519,93.98410051807302,0.0004997501249375312,0.0022123893805309734,451.0,0.755355492827337
seba_5fold_f4,control_interno,train,4,score_3,True,True,score_3,Immune cells,23,False,0.4753386497705921,44.893705710712794,47.54517280751037,,,,
seba_5fold_f4,control_interno,train,4,score_3,True,True,score_3,Tumor,48,False,0.8530397109380481,87.97415589829096,84.95814228150618,0.0004997501249375312,0.03576982892690513,642.0,0.7358505478894634
seba_5fold_f4,control_interno,train,4,score_3,True,True,score_3,necrosis,18,False,0.8222361663064445,86.34847853272197,82.10944374971054,,,,
seba_5fold_f4,control_interno,train,4,score_3,True,True,score_3,Stroma,12,False,0.6667014831836223,63.07836598582743,66.63192997082118,,,,
seba_5fold_f4,control_interno,train,4,score_3,True,True,score_3,Tejido Adiposo,27,False,0.07824190493930645,7.815756565235515,8.052738023559199,,,,
tier0_f0,corroboracion,train,3,score_1,False,False,score_3,Nucleos alto grado,13,True,0.8098620977852069,83.34722801167153,80.90871196331804,,,,
tier0_f0,corroboracion,train,3,score_1,False,False,score_3,Mitosis,28,True,0.936700901278558,96.58190912880366,93.4243434764485,,,,
tier0_f0,corroboracion,train,3,score_1,False,False,score_3,Immune cells,23,False,0.29104762945160584,27.511463109629013,29.200572702394112,,,,
tier0_f0,corroboracion,train,3,score_1,False,False,score_3,Tumor,48,False,0.8666991159755841,88.27636515214672,86.31070237598999,,,,
tier0_f0,corroboracion,train,3,score_1,False,False,score_3,necrosis,18,False,0.8441283785354063,91.34014172571905,84.29090824880738,,,,
tier0_f0,corroboracion,train,3,score_1,False,False,score_3,Stroma,12,False,0.5584917484854816,52.29262192580242,55.83576490204252,,,,
tier0_f0,corroboracion,train,3,score_1,False,False,score_3,Tejido Adiposo,27,False,0.3125097016547142,33.368070029178824,31.35256974356599,,,,
tier0_f0,corroboracion,train,3,score_2,False,False,score_3,Nucleos alto grado,13,True,0.8161625253142177,85.88995414756148,81.53717895276878,,,,
tier0_f0,corroboracion,train,3,score_2,False,False,score_3,Mitosis,28,True,0.9410575800221577,97.32180075031263,93.85755969749299,,,,
tier0_f0,corroboracion,train,3,score_2,False,False,score_3,Immune cells,23,False,0.4374135168596606,42.20508545227178,43.770049114667344,,,,
tier0_f0,corroboracion,train,3,score_2,False,False,score_3,Tumor,48,False,0.8691459692696274,90.32930387661526,86.55299082951228,,,,
tier0_f0,corroboracion,train,3,score_2,False,False,score_3,necrosis,18,False,0.8753979874038439,92.43434764485202,87.40678986614793,,,,
tier0_f0,corroboracion,train,3,score_2,False,False,score_3,Stroma,12,False,0.641511733166214,61.76531888286786,64.11873002639989,,,,
tier0_f0,corroboracion,train,3,score_2,False,False,score_3,Tejido Adiposo,27,False,0.18825090807488126,20.75864943726553,18.994025288314578,,,,
tier0_f0,corroboracion,train,3,score_3,True,True,score_3,Nucleos alto grado,13,True,0.8545276286605162,88.45352230095874,85.36409401353127,0.0004997501249375312,0.07746126936531735,2000.0,0.5824029193786846
tier0_f0,corroboracion,train,3,score_3,True,True,score_3,Mitosis,28,True,0.935637931550738,96.2380158399333,93.31864467337581,0.0004997501249375312,0.002369668246445498,421.0,0.752006700294473
tier0_f0,corroboracion,train,3,score_3,True,True,score_3,Immune cells,23,False,0.3923330420217027,40.641934139224674,39.28267212787937,,,,
tier0_f0,corroboracion,train,3,score_3,True,True,score_3,Tumor,48,False,0.8539035641619308,87.31763234681117,85.04368139502571,0.0004997501249375312,0.021671826625386997,645.0,0.7169581772946171
tier0_f0,corroboracion,train,3,score_3,True,True,score_3,necrosis,18,False,0.7840409956076134,83.97248853689037,78.30345977490622,,,,
tier0_f0,corroboracion,train,3,score_3,True,True,score_3,Stroma,12,False,0.5940568205556717,52.490621092121714,59.384118382659445,,,,
tier0_f0,corroboracion,train,3,score_3,True,True,score_3,Tejido Adiposo,27,False,0.052373412809288755,2.959566486035848,5.479906751269818,,,,
tier0_f1,corroboracion,train,3,score_1,False,False,score_3,Nucleos alto grado,13,True,0.8666463081423382,89.78741142142559,86.57293102895437,,,,
tier0_f1,corroboracion,train,3,score_1,False,False,score_3,Mitosis,28,True,0.9424873491630985,96.56106711129638,93.99973203120348,,,,
tier0_f1,corroboracion,train,3,score_1,False,False,score_3,Immune cells,23,False,0.38292913844585247,31.909128803668196,38.34659368939956,,,,
tier0_f1,corroboracion,train,3,score_1,False,False,score_3,Tumor,48,False,0.8679795481652985,87.51563151313047,86.43749131582604,,,,
tier0_f1,corroboracion,train,3,score_1,False,False,score_3,necrosis,18,False,0.7956262055822817,81.85702375989996,79.45787596683803,,,,
tier0_f1,corroboracion,train,3,score_1,False,False,score_3,Stroma,12,False,0.6262272822226864,61.92163401417257,62.59378907878283,,,,
tier0_f1,corroboracion,train,3,score_1,False,False,score_3,Tejido Adiposo,27,False,0.07284778491819564,6.5027094622759485,7.516249054389947,,,,
tier0_f1,corroboracion,train,3,score_2,False,False,score_3,Nucleos alto grado,13,True,0.8532418271239834,88.1825760733639,85.23583544425561,,,,
tier0_f1,corroboracion,train,3,score_2,False,False,score_3,Mitosis,28,True,0.9456388298350151,97.36348478532722,94.31310665158102,,,,
tier0_f1,corroboracion,train,3,score_2,False,False,score_3,Immune cells,23,False,0.358249581239531,29.949979157982494,35.88995414756149,,,,
tier0_f1,corroboracion,train,3,score_2,False,False,score_3,Tumor,48,False,0.8795297481232022,89.09962484368486,87.58119702653885,,,,
tier0_f1,corroboracion,train,3,score_2,False,False,score_3,necrosis,18,False,0.8186455646192103,83.57649020425177,81.75165578250196,,,,
tier0_f1,corroboracion,train,3,score_2,False,False,score_3,Stroma,12,False,0.6159390014622937,61.056690287619844,61.56731971654856,,,,
tier0_f1,corroboracion,train,3,score_2,False,False,score_3,Tejido Adiposo,27,False,0.13263326192915464,12.734472696957065,13.462399456563693,,,,
tier0_f1,corroboracion,train,3,score_3,True,True,score_3,Nucleos alto grado,13,True,0.8645729531646791,89.59983326385994,86.36611408599737,0.0004997501249375312,0.08195902048975512,2000.0,0.5806090998334085
tier0_f1,corroboracion,train,3,score_3,True,True,score_3,Mitosis,28,True,0.9406308949905681,96.22759483117966,93.81513130471032,0.0004997501249375312,0.002150537634408602,464.0,0.7554693245158421
tier0_f1,corroboracion,train,3,score_3,True,True,score_3,Immune cells,23,False,0.3714496395018571,29.887453105460608,37.20390742519528,,,,
tier0_f1,corroboracion,train,3,score_3,True,True,score_3,Tumor,48,False,0.8658045674594822,87.07794914547728,86.222123801584,0.0004997501249375312,0.044585987261146494,627.0,0.7283380273967043
tier0_f1,corroboracion,train,3,score_3,True,True,score_3,necrosis,18,False,0.7859118269074346,81.55481450604418,78.48988004261035,,,,
tier0_f1,corroboracion,train,3,score_3,True,True,score_3,Stroma,12,False,0.60789638604554,60.04585243851605,60.76490204251772,,,,
tier0_f1,corroboracion,train,3,score_3,True,True,score_3,Tejido Adiposo,27,False,0.02638850082270032,2.292621925802418,2.895496580365276,,,,
tier0_f2,corroboracion,train,3,score_1,False,False,score_3,Nucleos alto grado,13,True,0.8519720981066572,88.82867861609003,85.10918010709591,,,,
tier0_f2,corroboracion,train,3,score_1,False,False,score_3,Mitosis,28,True,0.9444036889540977,95.4877032096707,94.19028761984158,,,,
tier0_f2,corroboracion,train,3,score_1,False,False,score_3,Immune cells,23,False,0.44824666812322483,38.34931221342226,44.848396977001286,,,,
tier0_f2,corroboracion,train,3,score_1,False,False,score_3,Tumor,48,False,0.8548112678032694,88.98499374739475,85.13356259552592,,,,
tier0_f2,corroboracion,train,3,score_1,False,False,score_3,necrosis,18,False,0.8477654605033814,90.48561900791996,84.65332777546199,,,,
tier0_f2,corroboracion,train,3,score_1,False,False,score_3,Stroma,12,False,0.6513299909477056,59.42059191329721,65.09830484924272,,,,
tier0_f2,corroboracion,train,3,score_1,False,False,score_3,Tejido Adiposo,27,False,0.07823414361553506,6.9820758649437265,8.051966096984854,,,,
tier0_f2,corroboracion,train,3,score_2,False,False,score_3,Nucleos alto grado,13,True,0.858610048539008,89.59983326385994,85.77131497098149,,,,
tier0_f2,corroboracion,train,3,score_2,False,False,score_3,Mitosis,28,True,0.9435428331886098,95.73780741975824,94.10468647650808,,,,
tier0_f2,corroboracion,train,3,score_2,False,False,score_3,Immune cells,23,False,0.464705775253077,36.056690287619844,46.4867607880095,,,,
tier0_f2,corroboracion,train,3,score_2,False,False,score_3,Tumor,48,False,0.8455675998035501,86.33805752396832,84.21825065999722,,,,
tier0_f2,corroboracion,train,3,score_2,False,False,score_3,necrosis,18,False,0.8605475377071278,90.07919966652773,85.92700662313001,,,,
tier0_f2,corroboracion,train,3,score_2,False,False,score_3,Stroma,12,False,0.7145393774806769,73.64526886202584,71.40475197999166,,,,
tier0_f2,corroboracion,train,3,score_2,False,False,score_3,Tejido Adiposo,27,False,0.0864456241656577,8.357649020425177,8.868664412641069,,,,
tier0_f2,corroboracion,train,3,score_3,True,True,score_3,Nucleos alto grado,13,True,0.8720948921533961,89.82909545644019,87.11642671625997,0.0004997501249375312,0.06596701649175413,2000.0,0.5899440442051223
tier0_f2,corroboracion,train,3,score_3,True,True,score_3,Mitosis,28,True,0.9459232865227416,95.90454355981659,94.34139224676947,0.0004997501249375312,0.002325581395348837,429.0,0.7561080367135559
tier0_f2,corroboracion,train,3,score_3,True,True,score_3,Immune cells,23,False,0.44861080766149586,37.97415589829095,44.8846439639705,,,,
tier0_f2,corroboracion,train,3,score_3,True,True,score_3,Tumor,48,False,0.8517066582473866,88.9328887036265,84.82614283729332,0.0004997501249375312,0.06259780907668232,638.0,0.7291396175859355
tier0_f2,corroboracion,train,3,score_3,True,True,score_3,necrosis,18,False,0.813858095702898,87.09879116298458,81.27460515955721,,,,
tier0_f2,corroboracion,train,3,score_3,True,True,score_3,Stroma,12,False,0.5982522108488267,58.128386827844935,59.80269556759762,,,,
tier0_f2,corroboracion,train,3,score_3,True,True,score_3,Tejido Adiposo,27,False,0.020513178727763808,1.5006252605252188,2.3111481635866795,,,,
tier0_f3,corroboracion,train,3,score_1,False,False,score_3,Nucleos alto grado,13,True,0.839628403355942,88.68278449353897,83.87789784204958,,,,
tier0_f3,corroboracion,train,3,score_1,False,False,score_3,Mitosis,28,True,0.9247237775848131,94.39349729053772,92.23337104746024,,,,
tier0_f3,corroboracion,train,3,score_1,False,False,score_3,Immune cells,23,False,0.3049031388828199,24.322634431012922,30.579770556572477,,,,
tier0_f3,corroboracion,train,3,score_1,False,False,score_3,Tumor,48,False,0.8449405388339297,85.26469362234263,84.1561588161734,,,,
tier0_f3,corroboracion,train,3,score_1,False,False,score_3,necrosis,18,False,0.8601640753910154,91.25677365568987,85.88879625769998,,,,
tier0_f3,corroboracion,train,3,score_1,False,False,score_3,Stroma,12,False,0.42834760810528516,43.54939558149229,42.85118799499792,,,,
tier0_f3,corroboracion,train,3,score_1,False,False,score_3,Tejido Adiposo,27,False,0.3138601719909348,32.430179241350565,31.48688496750189,,,,
tier0_f3,corroboracion,train,3,score_2,False,False,score_3,Nucleos alto grado,13,True,0.8164036131023177,84.2434347644852,81.56122743450797,,,,
tier0_f3,corroboracion,train,3,score_2,False,False,score_3,Mitosis,28,True,0.9211605832859239,95.81075448103377,91.87905674983628,,,,
tier0_f3,corroboracion,train,3,score_2,False,False,score_3,Immune cells,23,False,0.3768662151336392,29.345560650270947,37.74308135636225,,,,
tier0_f3,corroboracion,train,3,score_2,False,False,score_3,Tumor,48,False,0.8582579106153091,87.588578574406,85.47485063220786,,,,
tier0_f3,corroboracion,train,3,score_2,False,False,score_3,necrosis,18,False,0.888017383624997,95.13338891204668,88.66425825575472,,,,
tier0_f3,corroboracion,train,3,score_2,False,False,score_3,Stroma,12,False,0.5412923891093935,64.50604418507712,54.11977212727526,,,,
tier0_f3,corroboracion,train,3,score_2,False,False,score_3,Tejido Adiposo,27,False,0.2903744062587315,30.721133805752398,29.1510351535362,,,,
tier0_f3,corroboracion,train,3,score_3,True,True,score_3,Nucleos alto grado,13,True,0.8949821595036807,94.74781158816174,89.39942924936673,0.0004997501249375312,0.041979010494752625,2000.0,0.5714849221840607
tier0_f3,corroboracion,train,3,score_3,True,True,score_3,Mitosis,28,True,0.8720094619277181,91.21508962067529,86.99160364437564,0.0004997501249375312,0.0024390243902439024,409.0,0.7076138424298114
tier0_f3,corroboracion,train,3,score_3,True,True,score_3,Immune cells,23,False,0.3579309591435438,31.117132138390996,35.858238033963424,,,,
tier0_f3,corroboracion,train,3,score_3,True,True,score_3,Tumor,48,False,0.8055365537079913,81.4922884535223,80.25435945532861,0.0004997501249375312,0.02457757296466974,650.0,0.6661540015296951
tier0_f3,corroboracion,train,3,score_3,True,True,score_3,necrosis,18,False,0.6846312951730228,71.16506877865777,68.39771200963364,,,,
tier0_f3,corroboracion,train,3,score_3,True,True,score_3,Stroma,12,False,0.49049509087110926,53.03251354731138,49.0516882034181,,,,
tier0_f3,corroboracion,train,3,score_3,True,True,score_3,Tejido Adiposo,27,False,0.2069324143925988,21.863276365152146,20.85205255276118,,,,
tier0_f4,corroboracion,train,3,score_1,False,False,score_3,Nucleos alto grado,13,True,0.8431965026198206,87.16131721550646,84.23381537178952,,,,
tier0_f4,corroboracion,train,3,score_1,False,False,score_3,Mitosis,28,True,0.9474428840913854,95.862859524802,94.49249687369738,,,,
tier0_f4,corroboracion,train,3,score_1,False,False,score_3,Immune cells,23,False,0.45053164372587573,40.87119633180492,45.07584682023308,,,,
tier0_f4,corroboracion,train,3,score_1,False,False,score_3,Tumor,48,False,0.8539781098716059,89.00583576490203,85.05106294289287,,,,
tier0_f4,corroboracion,train,3,score_1,False,False,score_3,necrosis,18,False,0.8119640242627065,88.56815339724885,81.08586911213007,,,,
tier0_f4,corroboracion,train,3,score_1,False,False,score_3,Stroma,12,False,0.5750644105563679,55.762817840766985,57.4892316242879,,,,
tier0_f4,corroboracion,train,3,score_1,False,False,score_3,Tejido Adiposo,27,False,0.12104560553848065,11.775739891621509,12.309913081067728,,,,
tier0_f4,corroboracion,train,3,score_2,False,False,score_3,Nucleos alto grado,13,True,0.8459609759233663,87.11963318049187,84.50957129573219,,,,
tier0_f4,corroboracion,train,3,score_2,False,False,score_3,Mitosis,28,True,0.9230432374165344,93.32013338891204,92.06626272851783,,,,
tier0_f4,corroboracion,train,3,score_2,False,False,score_3,Immune cells,23,False,0.5528730609569588,47.72822009170488,55.26306250792904,,,,
tier0_f4,corroboracion,train,3,score_2,False,False,score_3,Tumor,48,False,0.8688390163474357,88.80783659858274,86.52259622064749,,,,
tier0_f4,corroboracion,train,3,score_2,False,False,score_3,necrosis,18,False,0.7950800622835762,83.99333055439766,79.40345514334678,,,,
tier0_f4,corroboracion,train,3,score_2,False,False,score_3,Stroma,12,False,0.625391685815751,67.36140058357648,62.510421008753646,,,,
tier0_f4,corroboracion,train,3,score_2,False,False,score_3,Tejido Adiposo,27,False,0.08962776691192449,7.0862859524802,9.185154308122211,,,,
tier0_f4,corroboracion,train,3,score_3,True,True,score_3,Nucleos alto grado,13,True,0.8476164454016523,88.49520633597332,84.67470420367461,0.0004997501249375312,0.06996501749125437,2000.0,0.5471442031751907
tier0_f4,corroboracion,train,3,score_3,True,True,score_3,Mitosis,28,True,0.9477872263975806,96.46727803251355,94.52673733103077,0.0004997501249375312,0.002320185614849188,430.0,0.7432692227848052
tier0_f4,corroboracion,train,3,score_3,True,True,score_3,Immune cells,23,False,0.4153284538635205,38.182576073363904,41.57166935498487,,,,
tier0_f4,corroboracion,train,3,score_3,True,True,score_3,Tumor,48,False,0.8506498631866976,87.44268445185494,84.72149854105878,0.0004997501249375312,0.09076433121019108,627.0,0.727450507368084
tier0_f4,corroboracion,train,3,score_3,True,True,score_3,necrosis,18,False,0.7943363777917218,86.56731971654855,79.3293501922097,,,,
tier0_f4,corroboracion,train,3,score_3,True,True,score_3,Stroma,12,False,0.563235498920688,54.616506877865774,56.30905238293733,,,,
tier0_f4,corroboracion,train,3,score_3,True,True,score_3,Tejido Adiposo,27,False,0.12604389804725094,11.275531471446437,12.807033794945424,,,,
