rank,expert,slot,mean_combine_weight,mean_routing_logit
265,20,5,7.365788e-04,-8.183786e-01
266,18,3,7.311589e-04,-7.210855e-01
267,11,0,7.203688e-04,-8.636185e-01
268,27,1,7.186073e-04,-5.029957e-01
269,20,3,7.054678e-04,-1.284081e+00
270,21,9,6.836542e-04,-6.968517e-01
271,2,8,6.795045e-04,-1.511043e+00
272,25,1,6.748847e-04,1.234235e-01
273,0,1,6.522518e-04,-5.256655e-01
274,9,1,6.511136e-04,-5.922727e-01
275,19,2,6.401498e-04,-1.173362e+00
276,9,6,6.256718e-04,-1.400704e+00
277,17,1,6.029455e-04,-4.708800e-01
278,22,5,5.972391e-04,-1.361244e-02
279,1,6,5.940263e-04,-9.685924e-01
280,0,5,5.668207e-04,-9.789795e-01
281,6,2,5.649103e-04,-1.472053e+00
282,11,6,5.641587e-04,-1.149402e+00
283,0,8,5.598106e-04,-5.065486e-01
284,0,6,5.278463e-04,-1.037696e+00
285,4,0,5.266600e-04,-2.183973e-01
286,25,8,5.258032e-04,-3.502329e-01
287,5,2,5.252506e-04,-7.366590e-01
288,19,8,5.203174e-04,-5.185994e-01
289,9,9,4.856647e-04,-8.604797e-01
290,1,4,4.806888e-04,-4.377876e-01
291,22,6,4.727048e-04,-6.534052e-01
292,0,9,3.774340e-04,-5.202615e-01
293,4,8,3.735400e-04,-9.806753e-01
294,11,1,3.673446e-04,-1.065930e+00
295,23,3,3.451332e-04,-6.359580e-01
296,6,8,3.401264e-04,-1.778941e+00
297,2,5,3.245379e-04,-1.988513e-01
298,25,0,2.033016e-04,-1.382191e+00
299,4,6,1.748653e-04,-2.328786e+00
