ckpt,rol,split_129741,universo,n_universo,n_clases,cabeza,es_cabeza_verdadera,es_cabeza_predicha,pred,grupo,n_parches,grupo_de_interes,auc_ranking,percentil_mediano,percentil_medio,p_permutacion,p_traslacion,n_traslaciones,auc_nula_media
seba_5fold_f0,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Immune cells,23,False,0.3755516095571301,31.82364729458918,37.664895007406116,,,,
seba_5fold_f0,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Tumor,48,False,0.8934589460784313,90.14028056112224,88.60470941883767,0.0004997501249375312,0.020763187429854096,1781.0,0.7503056120702214
seba_5fold_f0,primario,val,region_anotada,2496,4,score_3,True,False,score_2,necrosis,18,False,0.7527576002152273,83.36673346693387,75.10354041416166,,,,
seba_5fold_f0,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Stroma,12,False,0.6563003220611916,67.89579158316633,65.56112224448897,,,,
seba_5fold_f0,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Tejido Adiposo,27,False,0.30198160898849435,30.220440881763526,30.404512729162022,,,,
seba_5fold_f2,primario,val,lamina,4799,4,no_identificado,False,False,score_2,Nucleos alto grado,13,True,0.9008647015333183,92.01750729470612,89.98621220380285,,,,
seba_5fold_f2,primario,val,lamina,4799,4,no_identificado,False,False,score_2,Mitosis,28,True,0.8910605743030812,91.05877448937056,88.8859941642351,,,,
seba_5fold_f2,primario,val,lamina,4799,4,no_identificado,False,False,score_2,Immune cells,23,False,0.3504569951205302,29.512296790329305,35.114268626420426,,,,
seba_5fold_f2,primario,val,lamina,4799,4,no_identificado,False,False,score_2,Tumor,48,False,0.8063960218901284,81.5131304710296,80.33946436015006,,,,
seba_5fold_f2,primario,val,lamina,4799,4,no_identificado,False,False,score_2,necrosis,18,False,0.6159915405889052,61.19216340141726,61.55805659765643,,,,
seba_5fold_f2,primario,val,lamina,4799,4,no_identificado,False,False,score_2,Stroma,12,False,0.5187835108975698,52.740725302209256,51.87404474086426,,,,
seba_5fold_f2,primario,val,lamina,4799,4,no_identificado,False,False,score_2,Tejido Adiposo,27,False,0.0380692930986309,3.4597749062109213,4.05724607475337,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,no_identificado,False,False,score_2,Nucleos alto grado,13,True,0.9101273273645404,93.1062124248497,90.8154771080623,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,no_identificado,False,False,score_2,Mitosis,28,True,0.9022053716137995,92.12424849699399,89.78528485542515,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,no_identificado,False,False,score_2,Immune cells,23,False,0.3660226093988994,30.781563126252504,36.72039731637187,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,no_identificado,False,False,score_2,Tumor,48,False,0.821291190087146,82.625250501002,81.52388109552437,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,no_identificado,False,False,score_2,necrosis,18,False,0.6344946641556811,63.126252505010015,63.3578267646404,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,no_identificado,False,False,score_2,Stroma,12,False,0.532776435856146,54.92985971943888,53.26319305277221,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,no_identificado,False,False,score_2,Tejido Adiposo,27,False,0.038612123666801675,3.6072144288577155,4.342017368069472,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_1,False,False,score_2,Nucleos alto grado,13,True,0.9069561863126426,94.39349729053772,90.59383717574632,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_1,False,False,score_2,Mitosis,28,True,0.9134278528011498,92.1217173822426,91.11013517537069,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_1,False,False,score_2,Immune cells,23,False,0.3970759595076833,35.410587744893704,39.7547891331533,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_1,False,False,score_2,Tumor,48,False,0.8119606398652915,82.51354731137974,80.89047519799917,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_1,False,False,score_2,necrosis,18,False,0.5848148922819494,54.3351396415173,58.451438099208,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_1,False,False,score_2,Stroma,12,False,0.5567509226376993,58.72238432680284,55.662081422815056,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_1,False,False,score_2,Tejido Adiposo,27,False,0.05666542485486325,5.356398499374739,5.906782146882188,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_1,False,False,score_2,Nucleos alto grado,13,True,0.9154868490349763,95.11022044088176,91.34885154925236,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_1,False,False,score_2,Mitosis,28,True,0.9231158833063209,92.86573146292585,91.85370741482964,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_1,False,False,score_2,Immune cells,23,False,0.41463457515075863,37.274549098196395,41.53872963317941,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_1,False,False,score_2,Tumor,48,False,0.8267463235294118,83.54709418837675,82.05911823647295,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_1,False,False,score_2,necrosis,18,False,0.6036229934535019,55.99198396793587,60.29169450011133,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_1,False,False,score_2,Stroma,12,False,0.5725979602791197,60.521042084168336,57.22778891115564,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_1,False,False,score_2,Tejido Adiposo,27,False,0.05947827130492177,5.531062124248497,6.4068878497736215,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_2,False,True,score_2,Nucleos alto grado,13,True,0.884502876980938,94.03918299291371,88.3541219097701,0.0004997501249375312,0.02448775612193903,2000.0,0.5254434355624009
seba_5fold_f2,primario,val,lamina,4799,4,score_2,False,True,score_2,Mitosis,28,True,0.904886666467048,93.19508128386829,90.26082296194842,0.0004997501249375312,0.002331002331002331,428.0,0.710753895708455
seba_5fold_f2,primario,val,lamina,4799,4,score_2,False,True,score_2,Immune cells,23,False,0.33843128686912827,24.551896623593162,33.91721188176232,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_2,False,True,score_2,Tumor,48,False,0.8118159334876868,82.26344310129221,80.87614631096291,0.0004997501249375312,0.14052287581699346,611.0,0.6630618938513668
seba_5fold_f2,primario,val,lamina,4799,4,score_2,False,True,score_2,necrosis,18,False,0.7966022914778406,82.86786160900374,79.55513871520542,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_2,False,True,score_2,Stroma,12,False,0.4806420165726621,45.0500208420175,48.0686397109907,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_2,False,True,score_2,Tejido Adiposo,27,False,0.012682003042438918,1.271363067944977,1.532274250073333,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_2,False,True,score_2,Nucleos alto grado,13,True,0.8960004956783048,94.82965931863727,89.40958840758441,0.0004997501249375312,0.01199400299850075,2000.0,0.5317867206607931
seba_5fold_f2,primario,val,region_anotada,2496,4,score_2,False,True,score_2,Mitosis,28,True,0.9162421856911322,93.88777555110221,91.17377612367594,0.0004997501249375312,0.0007698229407236335,1298.0,0.717101809230887
seba_5fold_f2,primario,val,region_anotada,2496,4,score_2,False,True,score_2,Immune cells,23,False,0.3521510575080434,25.89178356713427,35.34547355580727,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_2,False,True,score_2,Tumor,48,False,0.8295802696078431,83.52705410821643,82.33717434869739,0.0004997501249375312,0.11433351924149471,1792.0,0.6923605595905411
seba_5fold_f2,primario,val,region_anotada,2496,4,score_2,False,True,score_2,necrosis,18,False,0.8112725316115147,84.04809619238478,80.91516366065464,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_2,False,True,score_2,Stroma,12,False,0.49245169082125606,47.73547094188376,49.24849699398798,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_2,False,True,score_2,Tejido Adiposo,27,False,0.011610638585122181,1.5230460921843687,1.6700066800267197,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_3,True,False,score_2,Nucleos alto grado,13,True,0.8978912854800861,92.12171738224261,89.6896142623529,0.0004997501249375312,0.04297851074462768,2000.0,0.5860021240436809
seba_5fold_f2,primario,val,lamina,4799,4,score_3,True,False,score_2,Mitosis,28,True,0.9165269335569063,91.24635264693623,91.41829929137141,0.0004997501249375312,0.0022172949002217295,450.0,0.728668708699804
seba_5fold_f2,primario,val,lamina,4799,4,score_3,True,False,score_2,Immune cells,23,False,0.2980573155633239,22.551062942892873,29.89832720155137,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_3,True,False,score_2,Tumor,48,False,0.8267864660071564,83.28470195914966,82.35853480616923,0.0004997501249375312,0.022690437601296597,616.0,0.6832365045374246
seba_5fold_f2,primario,val,lamina,4799,4,score_3,True,False,score_2,necrosis,18,False,0.6669804085616677,67.05919132972072,66.63887730999028,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_3,True,False,score_2,Stroma,12,False,0.5014797019706149,49.52063359733222,50.14763095734333,,,,
seba_5fold_f2,primario,val,lamina,4799,4,score_3,True,False,score_2,Tejido Adiposo,27,False,0.027482847474465246,1.9591496456857023,3.004338227347814,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Nucleos alto grado,13,True,0.9079587347811271,93.14629258517034,90.5996608601819,0.0004997501249375312,0.020989505247376312,2000.0,0.5536399096929229
seba_5fold_f2,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Mitosis,28,True,0.9272690437601296,92.28456913827657,92.26452905811622,0.0004997501249375312,0.000777000777000777,1286.0,0.7359423594922021
seba_5fold_f2,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Immune cells,23,False,0.31204838341039753,23.80761523046092,31.370567221399316,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Tumor,48,False,0.8420138888888888,84.30861723446894,83.55711422845691,0.0004997501249375312,0.02125215393452039,1740.0,0.6999817422618105
seba_5fold_f2,primario,val,region_anotada,2496,4,score_3,True,False,score_2,necrosis,18,False,0.6837054972648193,68.77755511022045,68.24537964818528,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Stroma,12,False,0.5155327428878154,51.58316633266533,51.546426185704746,,,,
seba_5fold_f2,primario,val,region_anotada,2496,4,score_3,True,False,score_2,Tejido Adiposo,27,False,0.02718149498222402,2.0841683366733466,3.21086617679804,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Nucleos alto grado,13,True,0.8778327815101739,86.86952897040433,87.68878058165261,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Mitosis,28,True,0.9343878192652034,94.46644435181327,93.19433692610016,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Immune cells,23,False,0.4498488820916175,39.91246352646936,45.0078837196658,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Tumor,48,False,0.8353066021188522,83.87869945810755,83.2022023065166,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,necrosis,18,False,0.7409189151502475,79.05377240516881,74.00653049881896,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Stroma,12,False,0.7047211196991853,68.49729053772406,70.42517715714881,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Tejido Adiposo,27,False,0.059995032752786316,4.168403501458942,6.237938647275871,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Nucleos alto grado,13,True,0.8930264258496236,88.2565130260521,89.11361183906274,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Mitosis,28,True,0.9481650845103033,95.79158316633266,94.33152018322359,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Immune cells,23,False,0.472529404525396,42.565130260521045,47.277163021695564,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Tumor,48,False,0.8547623910675382,85.57114228456913,84.80794923179693,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,necrosis,18,False,0.760469913012286,80.64128256513027,75.86951681140057,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Stroma,12,False,0.7242351046698873,70.66132264529058,72.3246492985972,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Tejido Adiposo,27,False,0.06510358069693833,4.569138276553106,6.96355674311586,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Nucleos alto grado,13,True,0.8603940981709474,91.64235097957483,85.94927373585149,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Mitosis,28,True,0.9122825403479354,94.2997082117549,90.99624843684867,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Immune cells,23,False,0.5965333915956594,56.544393497290535,59.609076245537096,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Tumor,48,False,0.7591208868308427,74.10379324718633,75.65826038627206,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_1,False,False,score_3,necrosis,18,False,0.7548048990215901,84.71238015839933,75.39020888333101,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Stroma,12,False,0.8598635192535339,88.58899541475614,85.90384882589967,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Tejido Adiposo,27,False,0.251583310049362,25.9899958315965,25.292946134963646,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Nucleos alto grado,13,True,0.878372935964559,93.18637274549098,87.65531062124249,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Mitosis,28,True,0.9275439916647372,95.57114228456913,92.29172630976238,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Immune cells,23,False,0.6192091984739535,59.15831663326653,61.81580552409165,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Tumor,48,False,0.7841605392156863,76.75350701402806,77.88076152304609,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,necrosis,18,False,0.7752667922159447,86.47294589178357,77.3391226898241,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Stroma,12,False,0.8787909286097692,90.1002004008016,87.71209084836339,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Tejido Adiposo,27,False,0.271049907744926,28.296593186372746,27.34357604097083,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Nucleos alto grado,13,True,0.8843903693464914,94.4977073780742,88.34289928495849,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Mitosis,28,True,0.940009581698955,95.33138807836599,93.75334960995653,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Immune cells,23,False,0.5601376447454665,61.00458524385161,55.98618989796475,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Tumor,48,False,0.8271372693468042,83.23259691538141,82.39327150201473,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_2,False,False,score_3,necrosis,18,False,0.8027493086058239,82.44060025010421,80.16766245194756,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Stroma,12,False,0.7590522944084673,83.0345977490621,75.8458385438377,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Tejido Adiposo,27,False,0.08076433516500574,9.48311796581909,8.303614160221079,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Nucleos alto grado,13,True,0.8994702438117662,95.59118236472946,89.75489440419301,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Mitosis,28,True,0.9532009724473258,96.51302605210421,94.82965931863728,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Immune cells,23,False,0.5765924154784718,63.52705410821643,57.591705149429295,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Tumor,48,False,0.8488051470588235,85.27054108216433,84.22344689378758,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,necrosis,18,False,0.8234687471975608,84.52905811623246,82.12647517256735,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Stroma,12,False,0.7761674718196457,85.03006012024048,77.49498997995993,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Tejido Adiposo,27,False,0.07759926795973779,9.418837675350701,8.200103911526757,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Nucleos alto grado,13,True,0.8782667395287538,90.01667361400584,87.73206784878315,0.0004997501249375312,0.047476261869065464,2000.0,0.6510877535578684
seba_5fold_f1,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Mitosis,28,True,0.9506243075725365,96.11296373488953,94.80884892514737,0.0004997501249375312,0.0022026431718061676,453.0,0.793398925408998
seba_5fold_f1,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Immune cells,23,False,0.4420562959726167,41.704877032096704,44.23219819852475,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Tumor,48,False,0.8456509155967165,84.22259274697791,84.22650062526053,0.0004997501249375312,0.3383838383838384,593.0,0.7841291384507482
seba_5fold_f1,control_interno,train,lamina,4799,4,score_3,True,True,score_3,necrosis,18,False,0.7659950266099608,81.2526052521884,76.50525681997128,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Stroma,12,False,0.8077954181463687,84.17048770320966,80.70897596220648,,,,
seba_5fold_f1,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Tejido Adiposo,27,False,0.19683493216603024,18.570237598999583,19.84777607953931,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,Nucleos alto grado,13,True,0.891136652312649,91.38276553106212,88.92554339448127,0.0004997501249375312,0.02948525737131434,2000.0,0.6507578930135051
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,Mitosis,28,True,0.9602193794859921,96.87374749498998,95.52390495276266,0.0004997501249375312,0.0007513148009015778,1330.0,0.8087865668991085
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,Immune cells,23,False,0.46400253169007893,44.32865731462926,46.431994423629874,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,Tumor,48,False,0.8628727532679739,85.5511022044088,85.60370741482966,0.0004997501249375312,0.30951072017592085,1818.0,0.7922627749120404
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,necrosis,18,False,0.7833602367500673,82.625250501002,78.14295257181028,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,Stroma,12,False,0.8239398819108964,85.57114228456913,82.25116900467602,,,,
seba_5fold_f1,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,Tejido Adiposo,27,False,0.2193720654636005,20.681362725450903,22.229644474133448,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Nucleos alto grado,13,True,0.7971005175351185,81.8466027511463,79.63574566325714,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Mitosis,28,True,0.7571189028954697,73.95789912463526,75.56720061930567,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Immune cells,23,False,0.7188478625009104,74.8020008336807,71.78443916849413,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Tumor,48,False,0.7980162071142918,77.93872446852856,79.5096915381409,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,necrosis,18,False,0.5936112854121639,59.60817007086286,59.3279607243759,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Stroma,12,False,0.7908223661304923,81.58607753230513,79.01556203973878,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,no_identificado,False,False,score_3,Tejido Adiposo,27,False,0.18590698829592375,18.007503126302627,18.76090346286261,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Nucleos alto grado,13,True,0.8183958610861551,83.76753507014028,81.68644982272237,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Mitosis,28,True,0.7811559388747396,76.43286573146293,77.81133695963355,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Immune cells,23,False,0.7424884403734243,77.27454909819639,74.03502657488892,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Tumor,48,False,0.8214954384531591,80.3006012024048,81.5439211756847,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,necrosis,18,False,0.6209981167608286,62.44488977955912,62.017368069472276,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Stroma,12,False,0.8104871175523349,83.64729458917836,80.9118236472946,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,no_identificado,False,False,score_3,Tejido Adiposo,27,False,0.20201611088609875,19.559118236472944,20.512135381874852,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Nucleos alto grado,13,True,0.7781027998328458,76.96957065443935,77.74072530220926,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Mitosis,28,True,0.9278677725544211,94.6957065443935,92.54600131006966,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Immune cells,23,False,0.5811758065690773,61.48395164651938,58.08035957011074,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Tumor,48,False,0.8819239809162983,89.90204251771571,87.81827497568433,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_1,False,False,score_3,necrosis,18,False,0.749250505473053,81.6902876198416,74.83673752952619,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Stroma,12,False,0.7526634635471068,80.13755731554815,75.20842017507294,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_1,False,False,score_3,Tejido Adiposo,27,False,0.17664772903666448,17.257190496040018,17.839995059669928,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Nucleos alto grado,13,True,0.7981659902723133,79.63927855711422,79.673192538924,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Mitosis,28,True,0.9408862005093772,95.57114228456913,93.61150873174923,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Immune cells,23,False,0.6027180505986393,63.967935871743485,60.18123202927594,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Tumor,48,False,0.8999183006535948,91.44288577154308,89.23847695390782,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,necrosis,18,False,0.7693256210205363,83.62725450901803,76.74905366288132,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Stroma,12,False,0.7700617283950617,82.18436873747495,76.8871075484302,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_1,False,False,score_3,Tejido Adiposo,27,False,0.17940986754271485,17.595190380761522,18.27506865583018,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Nucleos alto grado,13,True,0.745813108746665,78.92872030012505,74.51983198127424,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Mitosis,28,True,0.9157184777075785,92.90329303876615,91.33790865241471,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Immune cells,23,False,0.6848008156725657,67.54897874114214,68.39534588687313,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Tumor,48,False,0.8095357117799762,85.08753647353063,80.65035778796721,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_2,False,False,score_3,necrosis,18,False,0.8091984475586232,84.42059191329722,80.81029132508915,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Stroma,12,False,0.8511767982731008,88.82867861609003,85.03716826455468,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_2,False,False,score_3,Tejido Adiposo,27,False,0.03310980720871752,2.396832013338891,3.5639849937473946,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Nucleos alto grado,13,True,0.7679296136807212,81.1623246492986,76.66409742562047,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Mitosis,28,True,0.9327535309099328,94.32865731462925,92.80704265674207,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Immune cells,23,False,0.705462472968934,70.34068136272545,70.36507798205106,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Tumor,48,False,0.8330524918300654,87.23446893787575,82.67785571142285,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,necrosis,18,False,0.8313828356201237,86.61322645290582,82.91249164996661,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Stroma,12,False,0.8677871712292002,90.62124248496994,86.61656646626585,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_2,False,False,score_3,Tejido Adiposo,27,False,0.028681577486761773,1.9238476953907815,3.359311215022638,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Nucleos alto grado,13,True,0.7616606126844322,78.47019591496456,76.10061884759675,0.0004997501249375312,0.1584207896051974,2000.0,0.5377159491985194
seba_5fold_f3,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Mitosis,28,True,0.9438347755786448,95.38349312213421,94.13371642946466,0.0004997501249375312,0.0024330900243309003,410.0,0.7464411746180195
seba_5fold_f3,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Immune cells,23,False,0.21016313451314544,11.192163401417258,21.149210721858747,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Tumor,48,False,0.8851206763488388,90.78782826177574,88.13481311657635,0.0004997501249375312,0.14130434782608695,643.0,0.744552134410063
seba_5fold_f3,control_interno,train,lamina,4799,4,score_3,True,True,score_3,necrosis,18,False,0.8140323967556764,88.12005002084202,81.29197350747998,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Stroma,12,False,0.6488928347608105,65.13130471029595,64.85514797832431,,,,
seba_5fold_f3,control_interno,train,lamina,4799,4,score_3,True,True,score_3,Tejido Adiposo,27,False,0.25391170718077677,25.323051271363067,25.524524107266913,,,,
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,Nucleos alto grado,13,True,0.7772545617893987,80.36072144288578,77.5921072915061,0.0004997501249375312,0.10794602698650675,2000.0,0.5277339692403493
seba_5fold_f3,control_interno,train,region_anotada,2496,4,score_3,True,True,score_3,Mitosis,28,True,0.953244385274369,96.11222444889779,94.83395362152878,0.0004997501249375312,0.0007955449482895784,1256.0,0.7579431914785287
